Sample_name	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scores_bacteria_odb10	Scores_archaea_odb10	Scores_eukaryota_odb10
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_86-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_128-contigs	bacteria_odb10	0.8	0.8	0.0	6.5	92.7	124	C:0.8%[S:0.8%,D:0.0%],F:6.5%,M:92.7%,n:124	C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_75-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_20-contigs	bacteria_odb10	0.8	0.8	0.0	0.0	99.2	124	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_203-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_30-contigs	bacteria_odb10	82.2	18.5	63.7	1.6	16.2	124	C:82.2%[S:18.5%,D:63.7%],F:1.6%,M:16.2%,n:124	C:19.1%[S:3.1%,D:16.0%],F:3.6%,M:77.3%,n:194	C:4.7%[S:1.2%,D:3.5%],F:2.7%,M:92.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_96-contigs	bacteria_odb10	31.5	23.4	8.1	15.3	53.2	124	C:31.5%[S:23.4%,D:8.1%],F:15.3%,M:53.2%,n:124	C:3.1%[S:2.6%,D:0.5%],F:2.6%,M:94.3%,n:194	C:3.1%[S:3.1%,D:0.0%],F:0.8%,M:96.1%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_171-contigs	spounavirinae_odb10	0.0	0.0	0.0	6.2	93.8	16	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_68-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_39-contigs	burkholderiales_odb10	89.4	87.9	1.5	5.7	4.9	688	C:84.6%[S:80.6%,D:4.0%],F:12.1%,M:3.3%,n:124	C:14.9%[S:13.9%,D:1.0%],F:4.1%,M:81.0%,n:194	C:4.7%[S:4.3%,D:0.4%],F:2.4%,M:92.9%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_108-contigs	bacteria_odb10	0.0	0.0	0.0	0.8	99.2	124	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_74-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_149-contigs	bacteria_odb10	1.6	1.6	0.0	1.6	96.8	124	C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_93-contigs	bacteria_odb10	1.6	1.6	0.0	4.0	94.4	124	C:1.6%[S:1.6%,D:0.0%],F:4.0%,M:94.4%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_14-contigs	archaea_odb10	3.1	0.5	2.6	0.5	96.4	194	C:2.4%[S:0.8%,D:1.6%],F:0.8%,M:96.8%,n:124	C:3.1%[S:0.5%,D:2.6%],F:0.5%,M:96.4%,n:194	C:0.4%[S:0.0%,D:0.4%],F:0.4%,M:99.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_109-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_251-contigs	alphaproteobacteria_odb10	96.1	96.1	0.0	2.3	1.6	432	C:96.8%[S:96.8%,D:0.0%],F:3.2%,M:0.0%,n:124	C:16.0%[S:16.0%,D:0.0%],F:4.1%,M:79.9%,n:194	C:7.1%[S:7.1%,D:0.0%],F:0.4%,M:92.5%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_41-contigs	bacteria_odb10	15.3	15.3	0.0	7.3	77.4	124	C:15.3%[S:15.3%,D:0.0%],F:7.3%,M:77.4%,n:124	C:1.5%[S:1.0%,D:0.5%],F:1.5%,M:97.0%,n:194	C:1.6%[S:1.6%,D:0.0%],F:1.2%,M:97.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_179-contigs	pahexavirus_odb10	2.8	2.8	0.0	0.0	97.2	36	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_72-contigs	archaea_odb10	2.0	1.0	1.0	0.5	97.5	194	C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124	C:2.0%[S:1.0%,D:1.0%],F:0.5%,M:97.5%,n:194	C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_187-contigs	bacteria_odb10	0.0	0.0	0.0	0.8	99.2	124	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_56-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_207-contigs	bacteria_odb10	44.4	31.5	12.9	10.5	45.1	124	C:44.4%[S:31.5%,D:12.9%],F:10.5%,M:45.1%,n:124	C:8.8%[S:5.7%,D:3.1%],F:4.1%,M:87.1%,n:194	C:1.6%[S:1.2%,D:0.4%],F:1.6%,M:96.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_131-contigs	bacteria_odb10	2.4	2.4	0.0	1.6	96.0	124	C:2.4%[S:2.4%,D:0.0%],F:1.6%,M:96.0%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_60-contigs	bacteria_odb10	7.3	7.3	0.0	10.5	82.2	124	C:7.3%[S:7.3%,D:0.0%],F:10.5%,M:82.2%,n:124	C:1.0%[S:1.0%,D:0.0%],F:2.1%,M:96.9%,n:194	C:0.8%[S:0.8%,D:0.0%],F:1.2%,M:98.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_238-contigs	gammaproteobacteria_odb10	95.4	94.3	1.1	1.6	3.0	366	C:95.2%[S:94.4%,D:0.8%],F:1.6%,M:3.2%,n:124	C:17.5%[S:17.5%,D:0.0%],F:7.2%,M:75.3%,n:194	C:3.1%[S:2.7%,D:0.4%],F:1.6%,M:95.3%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_158-contigs	archaea_odb10	2.1	2.1	0.0	0.5	97.4	194	C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124	C:2.1%[S:2.1%,D:0.0%],F:0.5%,M:97.4%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_73-contigs	bacteria_odb10	60.5	58.1	2.4	15.3	24.2	124	C:60.5%[S:58.1%,D:2.4%],F:15.3%,M:24.2%,n:124	C:9.8%[S:9.8%,D:0.0%],F:4.1%,M:86.1%,n:194	C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_110-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_77-contigs	bacteria_odb10	27.5	21.0	6.5	7.3	65.2	124	C:27.5%[S:21.0%,D:6.5%],F:7.3%,M:65.2%,n:124	C:11.9%[S:9.8%,D:2.1%],F:2.1%,M:86.0%,n:194	C:2.8%[S:1.6%,D:1.2%],F:0.4%,M:96.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_126-contigs	bacteria_odb10	96.7	17.7	79.0	1.6	1.7	124	C:96.7%[S:17.7%,D:79.0%],F:1.6%,M:1.7%,n:124	C:19.1%[S:7.2%,D:11.9%],F:3.1%,M:77.8%,n:194	C:5.9%[S:1.6%,D:4.3%],F:2.4%,M:91.7%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_136-contigs	archaea_odb10	2.1	2.1	0.0	1.0	96.9	194	C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124	C:2.1%[S:2.1%,D:0.0%],F:1.0%,M:96.9%,n:194	C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_198-contigs	mollicutes_odb10	1.3	1.3	0.0	0.0	98.7	151	C:4.0%[S:4.0%,D:0.0%],F:0.8%,M:95.2%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_245-contigs	burkholderiales_odb10	84.9	82.0	2.9	6.5	8.6	688	C:83.9%[S:77.4%,D:6.5%],F:11.3%,M:4.8%,n:124	C:15.9%[S:14.9%,D:1.0%],F:3.6%,M:80.5%,n:194	C:5.1%[S:4.7%,D:0.4%],F:2.7%,M:92.2%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_43-contigs	bacteria_odb10	2.4	2.4	0.0	2.4	95.2	124	C:2.4%[S:2.4%,D:0.0%],F:2.4%,M:95.2%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_146-contigs	teseptimavirus_odb10	6.7	6.7	0.0	13.3	80.0	15	C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_38-contigs	eukaryota_odb10	3.1	3.1	0.0	3.9	93.0	255	C:1.6%[S:1.6%,D:0.0%],F:4.8%,M:93.6%,n:124	C:0.5%[S:0.5%,D:0.0%],F:2.1%,M:97.4%,n:194	C:3.1%[S:3.1%,D:0.0%],F:3.9%,M:93.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_94-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_89-contigs	bacteria_odb10	100.0	22.6	77.4	0.0	0.0	124	C:100.0%[S:22.6%,D:77.4%],F:0.0%,M:0.0%,n:124	C:23.2%[S:4.6%,D:18.6%],F:3.1%,M:73.7%,n:194	C:4.3%[S:0.4%,D:3.9%],F:2.4%,M:93.3%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_195-contigs	bacteria_odb10	81.4	54.0	27.4	6.5	12.1	124	C:81.4%[S:54.0%,D:27.4%],F:6.5%,M:12.1%,n:124	C:13.4%[S:7.2%,D:6.2%],F:5.7%,M:80.9%,n:194	C:2.8%[S:2.0%,D:0.8%],F:2.4%,M:94.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_49-contigs	bacteria_odb10	0.0	0.0	0.0	3.2	96.8	124	C:0.0%[S:0.0%,D:0.0%],F:3.2%,M:96.8%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_228-contigs	bacteroidetes_odb10	86.1	85.1	1.0	5.2	8.7	402	C:86.3%[S:85.5%,D:0.8%],F:10.5%,M:3.2%,n:124	C:14.4%[S:13.9%,D:0.5%],F:3.1%,M:82.5%,n:194	C:3.1%[S:3.1%,D:0.0%],F:0.8%,M:96.1%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_90-contigs	bacteria_odb10	30.7	23.4	7.3	23.4	45.9	124	C:30.7%[S:23.4%,D:7.3%],F:23.4%,M:45.9%,n:124	C:8.3%[S:6.2%,D:2.1%],F:4.6%,M:87.1%,n:194	C:0.8%[S:0.8%,D:0.0%],F:2.7%,M:96.5%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_169-contigs	archaea_odb10	2.0	0.5	1.5	0.5	97.5	194	C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124	C:2.0%[S:0.5%,D:1.5%],F:0.5%,M:97.5%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_1-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_50-contigs	bacteria_odb10	99.2	16.1	83.1	0.8	0.0	124	C:99.2%[S:16.1%,D:83.1%],F:0.8%,M:0.0%,n:124	C:24.8%[S:9.3%,D:15.5%],F:4.1%,M:71.1%,n:194	C:6.2%[S:3.5%,D:2.7%],F:2.7%,M:91.1%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_49-contigs	bacteria_odb10	92.0	81.5	10.5	2.4	5.6	124	C:92.0%[S:81.5%,D:10.5%],F:2.4%,M:5.6%,n:124	C:18.0%[S:16.5%,D:1.5%],F:3.6%,M:78.4%,n:194	C:3.9%[S:3.5%,D:0.4%],F:2.0%,M:94.1%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mw_Bin_21-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_34-contigs	bacteria_odb10	71.8	37.9	33.9	16.9	11.3	124	C:71.8%[S:37.9%,D:33.9%],F:16.9%,M:11.3%,n:124	C:15.0%[S:8.8%,D:6.2%],F:8.2%,M:76.8%,n:194	C:3.2%[S:1.6%,D:1.6%],F:3.5%,M:93.3%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_134-contigs	bacteria_odb10	41.1	41.1	0.0	12.1	46.8	124	C:41.1%[S:41.1%,D:0.0%],F:12.1%,M:46.8%,n:124	C:5.7%[S:5.7%,D:0.0%],F:2.1%,M:92.2%,n:194	C:1.2%[S:1.2%,D:0.0%],F:0.0%,M:98.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_5-contigs	bacteria_odb10	95.2	94.4	0.8	2.4	2.4	124	C:95.2%[S:94.4%,D:0.8%],F:2.4%,M:2.4%,n:124	C:22.1%[S:21.1%,D:1.0%],F:2.6%,M:75.3%,n:194	C:4.3%[S:4.3%,D:0.0%],F:2.4%,M:93.3%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_180-contigs	bacteria_odb10	75.0	21.0	54.0	10.5	14.5	124	C:75.0%[S:21.0%,D:54.0%],F:10.5%,M:14.5%,n:124	C:13.9%[S:3.1%,D:10.8%],F:2.6%,M:83.5%,n:194	C:3.5%[S:0.4%,D:3.1%],F:2.0%,M:94.5%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_79-contigs	bacteria_odb10	0.0	0.0	0.0	2.4	97.6	124	C:0.0%[S:0.0%,D:0.0%],F:2.4%,M:97.6%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_240-contigs	eukaryota_odb10	0.0	0.0	0.0	1.2	98.8	255	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124	C:0.0%[S:0.0%,D:0.0%],F:1.0%,M:99.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:1.2%,M:98.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_97-contigs	bacteria_odb10	96.0	8.1	87.9	0.8	3.2	124	C:96.0%[S:8.1%,D:87.9%],F:0.8%,M:3.2%,n:124	C:23.2%[S:3.1%,D:20.1%],F:3.1%,M:73.7%,n:194	C:4.7%[S:1.2%,D:3.5%],F:2.4%,M:92.9%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_200-contigs	actinobacteria_class_odb10	89.9	19.7	70.2	2.0	8.1	356	C:93.5%[S:30.6%,D:62.9%],F:3.2%,M:3.3%,n:124	C:19.1%[S:5.7%,D:13.4%],F:4.1%,M:76.8%,n:194	C:4.7%[S:1.6%,D:3.1%],F:1.6%,M:93.7%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_104-contigs	Check_logs	-	-	-	-	-	-	-	-	-
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_146-contigs	bacteria_odb10	31.4	30.6	0.8	18.5	50.1	124	C:31.4%[S:30.6%,D:0.8%],F:18.5%,M:50.1%,n:124	C:4.6%[S:4.6%,D:0.0%],F:5.7%,M:89.7%,n:194	C:1.2%[S:1.2%,D:0.0%],F:2.0%,M:96.8%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_9-contigs	pahexavirus_odb10	2.8	2.8	0.0	0.0	97.2	36	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/13m_Bin_217-contigs	bacteria_odb10	46.8	46.8	0.0	16.9	36.3	124	C:46.8%[S:46.8%,D:0.0%],F:16.9%,M:36.3%,n:124	C:9.8%[S:9.3%,D:0.5%],F:6.2%,M:84.0%,n:194	C:2.0%[S:2.0%,D:0.0%],F:1.6%,M:96.4%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_112-contigs	bacteria_odb10	66.1	66.1	0.0	12.9	21.0	124	C:66.1%[S:66.1%,D:0.0%],F:12.9%,M:21.0%,n:124	C:15.5%[S:15.5%,D:0.0%],F:5.2%,M:79.3%,n:194	C:2.4%[S:2.4%,D:0.0%],F:2.0%,M:95.6%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15mm_Bin_127-contigs	eukaryota_odb10	1.6	1.6	0.0	3.1	95.3	255	C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124	C:1.5%[S:1.0%,D:0.5%],F:1.0%,M:97.5%,n:194	C:1.6%[S:1.6%,D:0.0%],F:3.1%,M:95.3%,n:255
/home/users/s/saini7/scratch/MS2/chemocline_bins/busco_out_09_07_2022/15_5m_Bin_63-contigs	bacteria_odb10	27.4	27.4	0.0	13.7	58.9	124	C:27.4%[S:27.4%,D:0.0%],F:13.7%,M:58.9%,n:124	C:4.1%[S:4.1%,D:0.0%],F:4.6%,M:91.3%,n:194	C:2.7%[S:2.7%,D:0.0%],F:1.2%,M:96.1%,n:255
