# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
Bin_106-contigs.fa	taxid assigned (2/2)	based on 2/25 ORFs	1;131567;2;49928;1869227	1.00;1.00;1.00;0.63;0.63	Bacteria: 1.00	NA	NA	NA	NA	NA	bacterium: 0.63
Bin_107-contigs.fa	taxid assigned	based on 6814/6933 ORFs	1;131567;2;1783272;201174;1760	1.00;1.00;0.99;0.96;0.95;0.82	Bacteria: 0.99	Actinobacteria: 0.95	Actinomycetia: 0.82	no support	no support	no support	no support
Bin_109-contigs.fa	taxid assigned	based on 2/64 ORFs	1;131567;2;1224;1236;135613;1046;1047;61644	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Proteobacteria: 1.00	Gammaproteobacteria: 1.00	Chromatiales: 1.00	Chromatiaceae: 1.00	Chromatium: 1.00	Chromatium okenii: 1.00
Bin_11-contigs.fa	taxid assigned	based on 3932/3991 ORFs	1;131567;2;1224;28216	1.00;0.99;0.99;0.95;0.92	Bacteria: 0.99	Proteobacteria: 0.95	Betaproteobacteria: 0.92	no support	no support	no support	no support
Bin_110-contigs.fa	taxid assigned	based on 10/15 ORFs	1;131567;2;1783272;200795;189774;2026724	1.00;1.00;1.00;0.89;0.89;0.89;0.89	Bacteria: 1.00	Chloroflexi: 0.89	NA	NA	NA	NA	Chloroflexi bacterium: 0.89
Bin_111-contigs.fa	taxid assigned	based on 105/106 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.53;0.53;0.53;0.53;0.53;0.53;0.53;0.53	Viruses: 0.53	Uroviricota: 0.53	Caudoviricetes: 0.53	Caudovirales: 0.53	NA	NA	uncultured Caudovirales phage: 0.53
Bin_112-contigs.fa	taxid assigned	based on 2610/2699 ORFs	1;131567;2;1783257;203682	1.00;1.00;1.00;0.96;0.96	Bacteria: 1.00	Planctomycetes: 0.96	no support	no support	no support	no support	no support
Bin_113-contigs.fa	taxid assigned	based on 2572/3863 ORFs	1;131567;2;2323;1783234;1783273;363464;1046947;2044595	1.00;0.77;0.73;0.55;0.55;0.53;0.51;0.51;0.49	Bacteria: 0.73	Candidatus Gracilibacteria: 0.51	NA	NA	NA	NA	Candidatus Gracilibacteria bacterium: 0.49
Bin_114-contigs.fa	taxid assigned (1/2)	based on 382/444 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.51;0.51;0.51;0.51;0.51;0.51;0.45;0.45	Viruses: 0.51	Uroviricota: 0.51	Caudoviricetes: 0.51	Caudovirales: 0.51	NA	NA	uncultured Caudovirales phage: 0.45
Bin_114-contigs.fa	taxid assigned (2/2)	based on 382/444 ORFs	1;131567;2	1.00;0.34;0.33	Bacteria: 0.33	no support	no support	no support	no support	no support	no support
Bin_115-contigs.fa	taxid assigned	based on 4378/5280 ORFs	1;131567;2;1224;1236;135613;1046;13724	1.00;1.00;0.99;0.92;0.85;0.82;0.81;0.44	Bacteria: 0.99	Proteobacteria: 0.92	Gammaproteobacteria: 0.85	Chromatiales: 0.82	Chromatiaceae: 0.81	Thiocystis: 0.44	no support
Bin_118-contigs.fa	taxid assigned (1/2)	based on 32/89 ORFs	1;10239;2731341;2731360;2731618;2731619;28883*	1.00;0.34;0.34;0.34;0.34;0.34;0.34	Viruses: 0.34	Uroviricota: 0.34	Caudoviricetes: 0.34	Caudovirales*: 0.34	no support	no support	no support
Bin_118-contigs.fa	taxid assigned (2/2)	based on 32/89 ORFs	1;131567	1.00;0.56	no support	no support	no support	no support	no support	no support	no support
Bin_119-contigs.fa	taxid assigned	based on 1229/1870 ORFs	1;131567;2;1224;28211	1.00;0.83;0.78;0.35;0.30	Bacteria: 0.78	Proteobacteria: 0.35	Alphaproteobacteria: 0.30	no support	no support	no support	no support
Bin_12-contigs.fa	taxid assigned	based on 2181/2791 ORFs	1;131567;2;1224;68525;28221	1.00;0.99;0.97;0.70;0.41;0.41	Bacteria: 0.97	Proteobacteria: 0.70	Deltaproteobacteria: 0.41	no support	no support	no support	no support
Bin_120-contigs.fa	taxid assigned	based on 3/39 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Viruses: 1.00	Uroviricota: 1.00	Caudoviricetes: 1.00	Caudovirales: 1.00	NA	NA	uncultured Caudovirales phage: 1.00
Bin_121-contigs.fa	taxid assigned	based on 907/967 ORFs	1;131567;2;1783272;1239;526524;526525;128827;544447;2049044	1.00;0.99;0.99;0.87;0.86;0.83;0.83;0.83;0.83;0.83	Bacteria: 0.99	Firmicutes: 0.86	Erysipelotrichia: 0.83	Erysipelotrichales: 0.83	Erysipelotrichaceae: 0.83	NA	Erysipelotrichaceae bacterium: 0.83
Bin_122-contigs.fa	taxid assigned (1/2)	based on 542/1384 ORFs	1;10239;2732004;2732005;2732007;2732523	1.00;0.37;0.33;0.33;0.33;0.33	Viruses: 0.37	Nucleocytoviricota: 0.33	Megaviricetes: 0.33	no support	no support	no support	no support
Bin_122-contigs.fa	taxid assigned (2/2)	based on 542/1384 ORFs	1;131567;2	1.00;0.43;0.33	Bacteria: 0.33	no support	no support	no support	no support	no support	no support
Bin_123-contigs.fa	taxid assigned (1/2)	based on 90/206 ORFs	1;131567;2759	1.00;1.00;0.35	Eukaryota: 0.35	no support	no support	no support	no support	no support	no support
Bin_123-contigs.fa	taxid assigned (2/2)	based on 90/206 ORFs	1;131567;2	1.00;1.00;0.36	Bacteria: 0.36	no support	no support	no support	no support	no support	no support
Bin_124-contigs.fa	taxid assigned	based on 7/8 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Viruses: 1.00	Uroviricota: 1.00	Caudoviricetes: 1.00	Caudovirales: 1.00	NA	NA	uncultured Caudovirales phage: 1.00
Bin_125-contigs.fa	taxid assigned	based on 2488/2534 ORFs	1;131567;2;1783270;68336;976;1853228;1853229;563835;569836;1869212	1.00;1.00;1.00;0.99;0.99;0.99;0.94;0.33;0.33;0.31;0.31	Bacteria: 1.00	Bacteroidetes: 0.99	Chitinophagia: 0.94	Chitinophagales: 0.33	Chitinophagaceae: 0.33	NA	Chitinophagaceae bacterium: 0.31
Bin_126-contigs.fa	taxid assigned (1/2)	based on 4768/6282 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.48;0.48;0.48;0.48;0.48;0.48;0.46;0.46	Viruses: 0.48	Uroviricota: 0.48	Caudoviricetes: 0.48	Caudovirales: 0.48	NA	NA	uncultured Caudovirales phage: 0.46
Bin_126-contigs.fa	taxid assigned (2/2)	based on 4768/6282 ORFs	1;131567	1.00;0.33	no support	no support	no support	no support	no support	no support	no support
Bin_127-contigs.fa	taxid assigned	based on 1/2 ORFs	1;131567;2;1224;28216;33809;1891241	1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Proteobacteria: 1.00	Betaproteobacteria: 1.00	NA	NA	NA	Betaproteobacteria bacterium: 1.00
Bin_13-contigs.fa	taxid assigned	based on 1465/2181 ORFs	1;131567;2	1.00;0.63;0.49	Bacteria: 0.49	no support	no support	no support	no support	no support	no support
Bin_130-contigs.fa	taxid assigned	based on 3111/3342 ORFs	1;131567;2;1224;1553900;213481	1.00;1.00;1.00;0.96;0.47;0.30	Bacteria: 1.00	Proteobacteria: 0.96	Oligoflexia: 0.47	Bdellovibrionales: 0.30	no support	no support	no support
Bin_131-contigs.fa	taxid assigned	based on 5054/5761 ORFs	1;131567;2;1224;28216	1.00;0.83;0.82;0.67;0.50	Bacteria: 0.82	Proteobacteria: 0.67	Betaproteobacteria: 0.50	no support	no support	no support	no support
Bin_133-contigs.fa	taxid assigned (1/2)	based on 74/264 ORFs	1;131567;2;1224;28216;80840;80864;28065;2627954;50421	1.00;0.96;0.57;0.46;0.43;0.41;0.41;0.41;0.41;0.41	Bacteria: 0.57	Proteobacteria: 0.46	Betaproteobacteria: 0.43	Burkholderiales: 0.41	Comamonadaceae: 0.41	Rhodoferax: 0.41	Rhodoferax sp.: 0.41
Bin_133-contigs.fa	taxid assigned (2/2)	based on 74/264 ORFs	1;131567;2759	1.00;0.96;0.37	Eukaryota: 0.37	no support	no support	no support	no support	no support	no support
Bin_134-contigs.fa	taxid assigned	based on 1/12 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	no support	no support	no support	no support	no support	no support
Bin_135-contigs.fa	taxid assigned (1/2)	based on 181/795 ORFs	1;131567;2759;2698737;33634;2696291;2836	1.00;0.97;0.55;0.41;0.41;0.39;0.39	Eukaryota: 0.55	Bacillariophyta: 0.39	no support	no support	no support	no support	no support
Bin_135-contigs.fa	taxid assigned (2/2)	based on 181/795 ORFs	1;131567;2	1.00;0.97;0.34	Bacteria: 0.34	no support	no support	no support	no support	no support	no support
Bin_136-contigs.fa	taxid assigned (1/2)	based on 3820/3858 ORFs	1;131567;2;1224;28216;32003;32011	1.00;1.00;1.00;0.56;0.55;0.39;0.39	Bacteria: 1.00	Proteobacteria: 0.56	Betaproteobacteria: 0.55	Nitrosomonadales: 0.39	Methylophilaceae: 0.39	no support	no support
Bin_136-contigs.fa	taxid assigned (2/2)	based on 3820/3858 ORFs	1;131567;2;1783272;201174;1760	1.00;1.00;1.00;0.38;0.38;0.38	Bacteria: 1.00	Actinobacteria: 0.38	Actinomycetia: 0.38	no support	no support	no support	no support
Bin_137-contigs.fa	taxid assigned (1/2)	based on 242/359 ORFs	1;10239;2731341;2731360;2731618;2731619;28883*	1.00;0.31;0.31;0.31;0.31;0.31;0.31	Viruses: 0.31	Uroviricota: 0.31	Caudoviricetes: 0.31	Caudovirales*: 0.31	no support	no support	no support
Bin_137-contigs.fa	taxid assigned (2/2)	based on 242/359 ORFs	1;131567;2	1.00;0.56;0.56	Bacteria: 0.56	no support	no support	no support	no support	no support	no support
Bin_139-contigs.fa	no taxid assigned	no hits to database
Bin_14-contigs.fa	taxid assigned	based on 3504/5329 ORFs	1;131567;2;1224	1.00;0.84;0.80;0.31	Bacteria: 0.80	Proteobacteria: 0.31	no support	no support	no support	no support	no support
Bin_141-contigs.fa	taxid assigned (1/2)	based on 138/237 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;10744;2560132	1.00;0.37;0.37;0.37;0.37;0.37;0.37;0.36;0.34	Viruses: 0.37	Uroviricota: 0.37	Caudoviricetes: 0.37	Caudovirales: 0.37	Podoviridae: 0.36	Fipvunavirus: 0.34	no support
Bin_141-contigs.fa	taxid assigned (2/2)	based on 138/237 ORFs	1;131567;2;1783270;68336	1.00;0.61;0.60;0.32;0.31	Bacteria: 0.60	no support	no support	no support	no support	no support	no support
Bin_142-contigs.fa	taxid assigned	based on 1741/2106 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.59;0.58;0.58;0.58;0.58;0.58;0.57;0.57	Viruses: 0.59	Uroviricota: 0.58	Caudoviricetes: 0.58	Caudovirales: 0.58	NA	NA	uncultured Caudovirales phage: 0.57
Bin_143-contigs.fa	taxid assigned	based on 781/1203 ORFs	1;131567;2;49928;1869227	1.00;0.69;0.65;0.37;0.37	Bacteria: 0.65	NA	NA	NA	NA	NA	bacterium: 0.37
Bin_144-contigs.fa	taxid assigned	based on 3770/5215 ORFs	1;131567;2;1783270;68336;976	1.00;0.85;0.81;0.38;0.38;0.35	Bacteria: 0.81	Bacteroidetes: 0.35	no support	no support	no support	no support	no support
Bin_146-contigs.fa	taxid assigned	based on 3014/3140 ORFs	1;131567;2;1783270;68336;976;768503;768507;89373;312278	1.00;1.00;0.99;0.98;0.98;0.97;0.87;0.87;0.86;0.79	Bacteria: 0.99	Bacteroidetes: 0.97	Cytophagia: 0.87	Cytophagales: 0.87	Cytophagaceae: 0.86	Emticicia: 0.79	no support
Bin_147-contigs.fa	taxid assigned	based on 2732/3079 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.96;0.70;0.70;0.67	Bacteria: 0.96	Bacteroidetes: 0.67	no support	no support	no support	no support	no support
Bin_148-contigs.fa	taxid assigned	based on 3450/3610 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;0.91;0.91;0.91	Bacteria: 1.00	Bacteroidetes: 0.91	no support	no support	no support	no support	no support
Bin_149-contigs.fa	taxid assigned	based on 6659/6763 ORFs	1;131567;2;1783272;201174;1760	1.00;1.00;0.99;0.94;0.93;0.74	Bacteria: 0.99	Actinobacteria: 0.93	Actinomycetia: 0.74	no support	no support	no support	no support
Bin_15-contigs.fa	taxid assigned	based on 1246/1297 ORFs	1;131567;2;1224;68525;29547;213849	1.00;1.00;1.00;0.82;0.80;0.79;0.33	Bacteria: 1.00	Proteobacteria: 0.82	Epsilonproteobacteria: 0.79	Campylobacterales: 0.33	no support	no support	no support
Bin_150-contigs.fa	taxid assigned	based on 2266/2413 ORFs	1;131567;2;1224;28216	1.00;0.93;0.93;0.73;0.58	Bacteria: 0.93	Proteobacteria: 0.73	Betaproteobacteria: 0.58	no support	no support	no support	no support
Bin_152-contigs.fa	taxid assigned	based on 1654/1829 ORFs	1;131567;2;1224;68525;29547;213849	1.00;1.00;0.98;0.65;0.58;0.56;0.35	Bacteria: 0.98	Proteobacteria: 0.65	Epsilonproteobacteria: 0.56	Campylobacterales: 0.35	no support	no support	no support
Bin_153-contigs.fa	taxid assigned	based on 1642/1822 ORFs	1;131567;2;1783270;68336;976	1.00;0.99;0.98;0.71;0.71;0.50	Bacteria: 0.98	Bacteroidetes: 0.50	no support	no support	no support	no support	no support
Bin_154-contigs.fa	taxid assigned (1/2)	based on 396/854 ORFs	1;131567;2	1.00;0.54;0.45	Bacteria: 0.45	no support	no support	no support	no support	no support	no support
Bin_154-contigs.fa	taxid assigned (2/2)	based on 396/854 ORFs	1;10239	1.00;0.31	Viruses: 0.31	no support	no support	no support	no support	no support	no support
Bin_155-contigs.fa	taxid assigned (1/2)	based on 127/180 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.37;0.35;0.35;0.35;0.35;0.35;0.35;0.35	Viruses: 0.37	Uroviricota: 0.35	Caudoviricetes: 0.35	Caudovirales: 0.35	NA	NA	uncultured Caudovirales phage: 0.35
Bin_155-contigs.fa	taxid assigned (2/2)	based on 127/180 ORFs	1;131567;2	1.00;0.57;0.56	Bacteria: 0.56	no support	no support	no support	no support	no support	no support
Bin_156-contigs.fa	taxid assigned	based on 6436/7263 ORFs	1;131567;2;1783257;74201	1.00;1.00;0.99;0.62;0.56	Bacteria: 0.99	Verrucomicrobia: 0.56	no support	no support	no support	no support	no support
Bin_157-contigs.fa	taxid assigned (1/2)	based on 240/573 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.58;0.57;0.57;0.57;0.57;0.57;0.56;0.56	Viruses: 0.58	Uroviricota: 0.57	Caudoviricetes: 0.57	Caudovirales: 0.57	NA	NA	uncultured Caudovirales phage: 0.56
Bin_157-contigs.fa	taxid assigned (2/2)	based on 240/573 ORFs	1;131567	1.00;0.31	no support	no support	no support	no support	no support	no support	no support
Bin_158-contigs.fa	taxid assigned	based on 1666/5169 ORFs	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126	1.00;0.96;0.75;0.70;0.68;0.68;0.39;0.38;0.38;0.35	Eukaryota: 0.75	Chlorophyta: 0.68	Trebouxiophyceae: 0.39	Chlorellales: 0.38	Chlorellaceae: 0.38	no support	no support
Bin_159-contigs.fa	taxid assigned	based on 3384/3739 ORFs	1;131567;2;1783270;68336;976;117743;200644;403978;2021391	1.00;0.99;0.99;0.90;0.90;0.88;0.45;0.45;0.43;0.43	Bacteria: 0.99	Bacteroidetes: 0.88	Flavobacteriia: 0.45	Flavobacteriales: 0.45	NA	NA	Flavobacteriales bacterium: 0.43
Bin_16-contigs.fa	taxid assigned	based on 4777/9515 ORFs	1;131567;2	1.00;0.69;0.62	Bacteria: 0.62	no support	no support	no support	no support	no support	no support
Bin_160-contigs.fa	taxid assigned	based on 2772/2912 ORFs	1;131567;2;1224;28211	1.00;0.91;0.91;0.66;0.43	Bacteria: 0.91	Proteobacteria: 0.66	Alphaproteobacteria: 0.43	no support	no support	no support	no support
Bin_161-contigs.fa	taxid assigned	based on 103/164 ORFs	1;131567;2	1.00;1.00;0.50	Bacteria: 0.50	no support	no support	no support	no support	no support	no support
Bin_162-contigs.fa	no taxid assigned	no hits to database
Bin_163-contigs.fa	taxid assigned (1/2)	based on 144/200 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.38;0.38;0.38;0.38;0.38;0.38;0.37;0.37	Viruses: 0.38	Uroviricota: 0.38	Caudoviricetes: 0.38	Caudovirales: 0.38	NA	NA	uncultured Caudovirales phage: 0.37
Bin_163-contigs.fa	taxid assigned (2/2)	based on 144/200 ORFs	1;131567;2;1783270;68336;976;117743;200644	1.00;0.59;0.59;0.48;0.48;0.48;0.32;0.31	Bacteria: 0.59	Bacteroidetes: 0.48	Flavobacteriia: 0.32	Flavobacteriales: 0.31	no support	no support	no support
Bin_164-contigs.fa	taxid assigned (1/2)	based on 660/2864 ORFs	1;131567;2759	1.00;0.98;0.33	Eukaryota: 0.33	no support	no support	no support	no support	no support	no support
Bin_164-contigs.fa	taxid assigned (2/2)	based on 660/2864 ORFs	1;131567;2	1.00;0.98;0.61	Bacteria: 0.61	no support	no support	no support	no support	no support	no support
Bin_165-contigs.fa	taxid assigned	based on 3050/3160 ORFs	1;131567;2;1224;28211	1.00;1.00;1.00;0.95;0.91	Bacteria: 1.00	Proteobacteria: 0.95	Alphaproteobacteria: 0.91	no support	no support	no support	no support
Bin_166-contigs.fa	taxid assigned	based on 379/525 ORFs	1;131567;2	1.00;0.59;0.57	Bacteria: 0.57	no support	no support	no support	no support	no support	no support
Bin_167-contigs.fa	no taxid assigned	no hits to database
Bin_168-contigs.fa	taxid assigned	based on 900/1840 ORFs	1;131567;2;1783270;68336;976	1.00;0.91;0.83;0.54;0.54;0.35	Bacteria: 0.83	Bacteroidetes: 0.35	no support	no support	no support	no support	no support
Bin_169-contigs.fa	taxid assigned (1/2)	based on 5291/7767 ORFs	1;10239;2731341;2731360;2731618;2731619;28883*	1.00;0.34;0.32;0.32;0.32;0.32;0.32	Viruses: 0.34	Uroviricota: 0.32	Caudoviricetes: 0.32	Caudovirales*: 0.32	no support	no support	no support
Bin_169-contigs.fa	taxid assigned (2/2)	based on 5291/7767 ORFs	1;131567;2	1.00;0.54;0.44	Bacteria: 0.44	no support	no support	no support	no support	no support	no support
Bin_17-contigs.fa	no taxid assigned	no hits to database
Bin_171-contigs.fa	taxid assigned	based on 680/2052 ORFs	1;131567;2759	1.00;0.98;0.60	Eukaryota: 0.60	no support	no support	no support	no support	no support	no support
Bin_172-contigs.fa	taxid assigned	based on 973/995 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.99;0.99;0.97;0.96;0.92;0.83;0.83	Bacteria: 0.99	Actinobacteria: 0.96	Actinomycetia: 0.92	NA	NA	NA	Actinobacteria bacterium: 0.83
Bin_173-contigs.fa	taxid assigned	based on 15/61 ORFs	1;131567;2;1224;1236;135613;1046	1.00;1.00;0.87;0.46;0.46;0.46;0.46	Bacteria: 0.87	Proteobacteria: 0.46	Gammaproteobacteria: 0.46	Chromatiales: 0.46	Chromatiaceae: 0.46	no support	no support
Bin_174-contigs.fa	taxid assigned	based on 5353/6333 ORFs	1;131567;2	1.00;0.55;0.51	Bacteria: 0.51	no support	no support	no support	no support	no support	no support
Bin_176-contigs.fa	no taxid assigned	no hits to database
Bin_177-contigs.fa	taxid assigned	based on 400/479 ORFs	1;131567;2;1224;28216	1.00;0.85;0.85;0.42;0.37	Bacteria: 0.85	Proteobacteria: 0.42	Betaproteobacteria: 0.37	no support	no support	no support	no support
Bin_178-contigs.fa	taxid assigned	based on 3856/4170 ORFs	1;131567;2;1224;1236;135618;2202198;2304002	1.00;1.00;0.99;0.95;0.90;0.85;0.56;0.56	Bacteria: 0.99	Proteobacteria: 0.95	Gammaproteobacteria: 0.90	Methylococcales: 0.85	NA	NA	Methylococcales bacterium: 0.56
Bin_179-contigs.fa	taxid assigned	based on 67/141 ORFs	1;131567;2	1.00;0.75;0.64	Bacteria: 0.64	no support	no support	no support	no support	no support	no support
Bin_18-contigs.fa	taxid assigned	based on 4/5 ORFs	1;131567;2;1783270;68336;976;117743;200644	1.00;1.00;1.00;1.00;1.00;1.00;0.89;0.89	Bacteria: 1.00	Bacteroidetes: 1.00	Flavobacteriia: 0.89	Flavobacteriales: 0.89	no support	no support	no support
Bin_180-contigs.fa	taxid assigned	based on 5953/6016 ORFs	1;131567;2;1783272;201174;1760	1.00;1.00;0.99;0.97;0.97;0.97	Bacteria: 0.99	Actinobacteria: 0.97	Actinomycetia: 0.97	no support	no support	no support	no support
Bin_182-contigs.fa	taxid assigned	based on 4595/4726 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.98;0.80;0.80;0.79	Bacteria: 0.98	Bacteroidetes: 0.79	no support	no support	no support	no support	no support
Bin_183-contigs.fa	taxid assigned	based on 2395/3429 ORFs	1;131567;2	1.00;0.69;0.66	Bacteria: 0.66	no support	no support	no support	no support	no support	no support
Bin_184-contigs.fa	taxid assigned	based on 2875/3065 ORFs	1;131567;2;1783257;74201;203494;48461;134621;1032526;2638824;2024890	1.00;1.00;1.00;0.79;0.76;0.54;0.54;0.53;0.53;0.53;0.53	Bacteria: 1.00	Verrucomicrobia: 0.76	Verrucomicrobiae: 0.54	Verrucomicrobiales: 0.54	Verrucomicrobia subdivision 3: 0.53	Pedosphaera: 0.53	Pedosphaera sp.: 0.53
Bin_185-contigs.fa	taxid assigned	based on 283/514 ORFs	1;131567;2	1.00;0.71;0.62	Bacteria: 0.62	no support	no support	no support	no support	no support	no support
Bin_186-contigs.fa	no taxid assigned	no hits to database
Bin_187-contigs.fa	taxid assigned (1/2)	based on 11/36 ORFs	1;131567;2;1224	1.00;1.00;0.32;0.32	Bacteria: 0.32	Proteobacteria: 0.32	no support	no support	no support	no support	no support
Bin_187-contigs.fa	taxid assigned (2/2)	based on 11/36 ORFs	1;131567;2759	1.00;1.00;0.59	Eukaryota: 0.59	no support	no support	no support	no support	no support	no support
Bin_188-contigs.fa	taxid assigned	based on 2606/2730 ORFs	1;131567;2;1783272;200795;301297;1318598;2026734	1.00;1.00;0.99;0.86;0.86;0.62;0.61;0.61	Bacteria: 0.99	Chloroflexi: 0.86	Dehalococcoidia: 0.62	NA	NA	NA	Dehalococcoidia bacterium: 0.61
Bin_189-contigs.fa	taxid assigned	based on 98/109 ORFs	1;131567;2;1783270;68336;976	1.00;0.99;0.91;0.51;0.51;0.48	Bacteria: 0.91	Bacteroidetes: 0.48	no support	no support	no support	no support	no support
Bin_19-contigs.fa	taxid assigned	based on 2/8 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	no support	no support	no support	no support	no support	no support
Bin_190-contigs.fa	taxid assigned	based on 255/376 ORFs	1;131567;2;49928;1869227	1.00;0.82;0.79;0.53;0.53	Bacteria: 0.79	NA	NA	NA	NA	NA	bacterium: 0.53
Bin_191-contigs.fa	taxid assigned	based on 8223/8401 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.97;0.91;0.88;0.42;0.41	Bacteria: 1.00	Actinobacteria: 0.91	Actinomycetia: 0.88	NA	NA	NA	Actinobacteria bacterium: 0.41
Bin_192-contigs.fa	taxid assigned	based on 198/1334 ORFs	1;131567;2759	1.00;0.98;0.67	Eukaryota: 0.67	no support	no support	no support	no support	no support	no support
Bin_194-contigs.fa	taxid assigned	based on 2090/2152 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;0.98;0.98;0.92;0.92;0.92;0.88	Bacteria: 0.98	Bacteroidetes: 0.92	Chitinophagia: 0.88	no support	no support	no support	no support
Bin_195-contigs.fa	taxid assigned	based on 2/2 ORFs	1;131567;2;1224;1236;135613;1046;1047;61644	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Proteobacteria: 1.00	Gammaproteobacteria: 1.00	Chromatiales: 1.00	Chromatiaceae: 1.00	Chromatium: 1.00	Chromatium okenii: 1.00
Bin_196-contigs.fa	taxid assigned	based on 6476/7215 ORFs	1;131567;2;1783257;74201	1.00;1.00;0.99;0.68;0.55	Bacteria: 0.99	Verrucomicrobia: 0.55	no support	no support	no support	no support	no support
Bin_198-contigs.fa	taxid assigned	based on 831/1499 ORFs	1;131567;2;1783270;68336;976	1.00;0.88;0.78;0.52;0.52;0.52	Bacteria: 0.78	Bacteroidetes: 0.52	no support	no support	no support	no support	no support
Bin_199-contigs.fa	taxid assigned	based on 265/300 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.94;0.94;0.71;0.71;0.69;0.50;0.47	Bacteria: 0.94	Actinobacteria: 0.71	Actinomycetia: 0.69	NA	NA	NA	Actinobacteria bacterium: 0.47
