# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
15_5m_117.fa	taxid assigned	based on 4512/4875 ORFs	1;131567;2;1783272;200795	1.00;1.00;0.99;0.82;0.80	Bacteria: 0.99	Chloroflexi: 0.80	no support	no support	no support	no support	no support
15_5m_118.fa	taxid assigned	based on 15654/16104 ORFs	1;131567;2;1224;28216;80840;80864	1.00;0.99;0.99;0.88;0.72;0.46;0.34	Bacteria: 0.99	Proteobacteria: 0.88	Betaproteobacteria: 0.72	Burkholderiales: 0.46	Comamonadaceae: 0.34	no support	no support
15_5m_119.fa	taxid assigned	based on 1282/1553 ORFs	1;131567;2;2323;1783234;1783273;1794811;1752728	1.00;0.97;0.93;0.67;0.67;0.66;0.51;0.44	Bacteria: 0.93	Candidatus Falkowbacteria: 0.44	no support	no support	no support	no support	no support
15_5m_12.fa	taxid assigned	based on 11841/17680 ORFs	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;1962113;1650286	1.00;1.00;0.98;0.98;0.97;0.96;0.91;0.89;0.89;0.82;0.54;0.39;0.39	Eukaryota: 0.98	Chlorophyta: 0.97	Trebouxiophyceae: 0.91	Chlorellales: 0.89	Chlorellaceae: 0.89	Chlorella: 0.54	Chlorella desiccata (nom. nud.): 0.39
15_5m_120.fa	taxid assigned	based on 8040/8998 ORFs	1;131567;2;1783257;74201	1.00;1.00;1.00;0.70;0.61	Bacteria: 1.00	Verrucomicrobia: 0.61	no support	no support	no support	no support	no support
15_5m_121.fa	taxid assigned	based on 8888/9600 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.99;0.51;0.51;0.49	Bacteria: 0.99	Bacteroidetes: 0.49	no support	no support	no support	no support	no support
15_5m_122.fa	taxid assigned	based on 8306/8778 ORFs	1;131567;2;1224;68525;28221;213118;213121	1.00;1.00;1.00;0.82;0.40;0.40;0.34;0.31	Bacteria: 1.00	Proteobacteria: 0.82	Deltaproteobacteria: 0.40	Desulfobacterales: 0.34	Desulfobulbaceae: 0.31	no support	no support
15_5m_123.fa	taxid assigned	based on 12/17 ORFs	1;131567;2;1783270;68336;976	1.00;0.83;0.67;0.36;0.36;0.36	Bacteria: 0.67	Bacteroidetes: 0.36	no support	no support	no support	no support	no support
15_5m_124.fa	taxid assigned	based on 347/582 ORFs	1;131567;2;1224;1236;33811;1913989	1.00;0.89;0.85;0.44;0.39;0.36;0.36	Bacteria: 0.85	Proteobacteria: 0.44	Gammaproteobacteria: 0.39	NA	NA	NA	Gammaproteobacteria bacterium: 0.36
15_5m_125.fa	taxid assigned	based on 7831/8782 ORFs	1;131567;2;1224;1553900	1.00;0.99;0.98;0.72;0.35	Bacteria: 0.98	Proteobacteria: 0.72	Oligoflexia: 0.35	no support	no support	no support	no support
15_5m_126.fa	taxid assigned	based on 2452/2563 ORFs	1;131567;2;1224;28211;204458;451208;2282150	1.00;0.98;0.98;0.90;0.79;0.75;0.46;0.46	Bacteria: 0.98	Proteobacteria: 0.90	Alphaproteobacteria: 0.79	Caulobacterales: 0.75	NA	NA	Caulobacterales bacterium: 0.46
15_5m_127.fa	taxid assigned	based on 1/2 ORFs	1;131567;2;1783270;68336;1134404	1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Ignavibacteriae: 1.00	no support	no support	no support	no support	no support
15_5m_128.fa	taxid assigned	based on 1/1 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Viruses: 1.00	Uroviricota: 1.00	Caudoviricetes: 1.00	Caudovirales: 1.00	NA	NA	uncultured Caudovirales phage: 1.00
15_5m_129.fa	taxid assigned	based on 4759/7214 ORFs	1;131567;2	1.00;0.93;0.88	Bacteria: 0.88	no support	no support	no support	no support	no support	no support
15_5m_13.fa	taxid assigned	based on 3/5 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.89;0.89;0.89;0.89;0.89;0.89;0.89;0.89	Viruses: 0.89	Uroviricota: 0.89	Caudoviricetes: 0.89	Caudovirales: 0.89	NA	NA	uncultured Caudovirales phage: 0.89
15_5m_130.fa	taxid assigned	based on 32/56 ORFs	1;131567;2;1224;28216;80840;80864;665874;2626134;1100707	1.00;0.91;0.91;0.65;0.58;0.38;0.36;0.35;0.35;0.34	Bacteria: 0.91	Proteobacteria: 0.65	Betaproteobacteria: 0.58	Burkholderiales: 0.38	Comamonadaceae: 0.36	Limnohabitans: 0.35	Limnohabitans sp. B9-3: 0.34
15_5m_131.fa	taxid assigned	based on 3893/4834 ORFs	1;131567;2;57723;533205;574975;574976;1951928;2052165*	1.00;0.99;0.98;0.89;0.79;0.79;0.79;0.73;0.73	Bacteria: 0.98	Acidobacteria: 0.89	Holophagae: 0.79	Holophagales: 0.79	Holophagaceae: 0.79	NA	Holophagaceae bacterium*: 0.73
15_5m_132.fa	taxid assigned	based on 1781/1959 ORFs	1;131567;2;1783257	1.00;1.00;0.99;0.81	Bacteria: 0.99	no support	no support	no support	no support	no support	no support
15_5m_133.fa	taxid assigned	based on 2750/2882 ORFs	1;131567;2;1783270;68336;976;768503;768507;89373;312278	1.00;1.00;0.99;0.97;0.97;0.97;0.88;0.88;0.87;0.76	Bacteria: 0.99	Bacteroidetes: 0.97	Cytophagia: 0.88	Cytophagales: 0.88	Cytophagaceae: 0.87	Emticicia: 0.76	no support
15_5m_134.fa	taxid assigned	based on 2107/2244 ORFs	1;131567;2;1783270;68336;976;200643;1970189;1471398	1.00;1.00;0.99;0.84;0.84;0.81;0.51;0.39;0.39	Bacteria: 0.99	Bacteroidetes: 0.81	Bacteroidia: 0.51	Marinilabiliales: 0.39	Prolixibacteraceae: 0.39	no support	no support
15_5m_135.fa	taxid assigned	based on 6467/7389 ORFs	1;131567;2;1224;28216	1.00;0.98;0.97;0.49;0.39	Bacteria: 0.97	Proteobacteria: 0.49	Betaproteobacteria: 0.39	no support	no support	no support	no support
15_5m_136.fa	taxid assigned (1/2)	based on 5335/5782 ORFs	1;131567;2;1224;1553900;213481;213483;958	1.00;1.00;0.99;0.85;0.48;0.46;0.42;0.40	Bacteria: 0.99	Proteobacteria: 0.85	Oligoflexia: 0.48	Bdellovibrionales: 0.46	Bdellovibrionaceae: 0.42	Bdellovibrio: 0.40	no support
15_5m_136.fa	taxid assigned (2/2)	based on 5335/5782 ORFs	1;131567;2;1224;28216	1.00;1.00;0.99;0.85;0.32	Bacteria: 0.99	Proteobacteria: 0.85	Betaproteobacteria: 0.32	no support	no support	no support	no support
15_5m_137.fa	taxid assigned	based on 221/609 ORFs	1;131567;2	1.00;0.51;0.39	Bacteria: 0.39	no support	no support	no support	no support	no support	no support
15_5m_138.fa	taxid assigned	based on 5018/5134 ORFs	1;131567;2;1783272;201174	1.00;1.00;1.00;0.70;0.70	Bacteria: 1.00	Actinobacteria: 0.70	no support	no support	no support	no support	no support
15_5m_139.fa	taxid assigned (1/2)	based on 148/226 ORFs	1;10239;2731341;2731360;2731618;2731619;28883*	1.00;0.35;0.34;0.34;0.34;0.34;0.34	Viruses: 0.35	Uroviricota: 0.34	Caudoviricetes: 0.34	Caudovirales*: 0.34	no support	no support	no support
15_5m_139.fa	taxid assigned (2/2)	based on 148/226 ORFs	1;131567;2	1.00;0.44;0.39	Bacteria: 0.39	no support	no support	no support	no support	no support	no support
15_5m_14.fa	taxid assigned	based on 1278/1354 ORFs	1;131567;2;1783270;68336;976;768503;768507;89373;105	1.00;1.00;1.00;0.96;0.96;0.96;0.89;0.84;0.83;0.75	Bacteria: 1.00	Bacteroidetes: 0.96	Cytophagia: 0.89	Cytophagales: 0.84	Cytophagaceae: 0.83	Runella: 0.75	no support
15_5m_140.fa	taxid assigned	based on 9846/11005 ORFs	1;131567;2;1783257	1.00;1.00;0.99;0.67	Bacteria: 0.99	no support	no support	no support	no support	no support	no support
15_5m_141.fa	no taxid assigned	no hits to database
15_5m_142.fa	taxid assigned	based on 1/4 ORFs	1;10239;2732004;2732005;2732007;2732523;2732554;549779;985780;1977630;1977636;1977638*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Viruses: 1.00	Nucleocytoviricota: 1.00	Megaviricetes: 1.00	Imitervirales: 1.00	Mimiviridae: 1.00	Hokovirus: 1.00	Hokovirus HKV1*: 1.00
15_5m_143.fa	taxid assigned (1/2)	based on 7118/7450 ORFs	1;131567;2;1783270;68336;976;117743;200644;49546;237	1.00;1.00;0.99;0.90;0.89;0.88;0.38;0.37;0.35;0.33	Bacteria: 0.99	Bacteroidetes: 0.88	Flavobacteriia: 0.38	Flavobacteriales: 0.37	Flavobacteriaceae: 0.35	Flavobacterium: 0.33	no support
15_5m_143.fa	taxid assigned (2/2)	based on 7118/7450 ORFs	1;131567;2;1783270;68336;976;200643	1.00;1.00;0.99;0.90;0.89;0.88;0.33	Bacteria: 0.99	Bacteroidetes: 0.88	Bacteroidia: 0.33	no support	no support	no support	no support
15_5m_144.fa	taxid assigned	based on 32/35 ORFs	1;131567;2;1783270;68336;976;200643	1.00;0.97;0.97;0.62;0.62;0.62;0.33	Bacteria: 0.97	Bacteroidetes: 0.62	Bacteroidia: 0.33	no support	no support	no support	no support
15_5m_145.fa	taxid assigned	based on 2155/2253 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.89;0.89;0.89;0.53;0.41	Bacteria: 1.00	Bacteroidetes: 0.89	Bacteroidia: 0.53	Bacteroidales: 0.41	no support	no support	no support
15_5m_146.fa	taxid assigned	based on 77/201 ORFs	1;131567;2	1.00;0.71;0.63	Bacteria: 0.63	no support	no support	no support	no support	no support	no support
15_5m_147.fa	taxid assigned	based on 39/40 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.97;0.97;0.97;0.97;0.97;0.97;0.97;0.97	Viruses: 0.97	Uroviricota: 0.97	Caudoviricetes: 0.97	Caudovirales: 0.97	NA	NA	uncultured Caudovirales phage: 0.97
15_5m_148.fa	taxid assigned	based on 10998/11554 ORFs	1;131567;2;1783257;74201;414999;415000;134623	1.00;1.00;1.00;0.87;0.85;0.57;0.36;0.35	Bacteria: 1.00	Verrucomicrobia: 0.85	Opitutae: 0.57	Opitutales: 0.36	Opitutaceae: 0.35	no support	no support
15_5m_149.fa	taxid assigned	based on 2772/2877 ORFs	1;131567;2;1783257;203682	1.00;1.00;1.00;0.96;0.96	Bacteria: 1.00	Planctomycetes: 0.96	no support	no support	no support	no support	no support
15_5m_15.fa	taxid assigned	based on 8423/9096 ORFs	1;131567;2;1783270;68336;976;200643	1.00;1.00;0.99;0.83;0.83;0.79;0.36	Bacteria: 0.99	Bacteroidetes: 0.79	Bacteroidia: 0.36	no support	no support	no support	no support
15_5m_150.fa	taxid assigned	based on 3/112 ORFs	1;131567;2;1224;81684;1977087	1.00;1.00;0.75;0.75;0.75;0.75	Bacteria: 0.75	Proteobacteria: 0.75	NA	NA	NA	NA	Proteobacteria bacterium: 0.75
15_5m_151.fa	taxid assigned	based on 1385/1444 ORFs	1;131567;2;1224;68525;29547;213849	1.00;1.00;1.00;0.82;0.80;0.79;0.34	Bacteria: 1.00	Proteobacteria: 0.82	Epsilonproteobacteria: 0.79	Campylobacterales: 0.34	no support	no support	no support
15_5m_152.fa	taxid assigned	based on 2793/2894 ORFs	1;131567;2;1783272;1239;526524;526525;128827;544447;2049044	1.00;1.00;1.00;0.98;0.97;0.93;0.93;0.93;0.93;0.93	Bacteria: 1.00	Firmicutes: 0.97	Erysipelotrichia: 0.93	Erysipelotrichales: 0.93	Erysipelotrichaceae: 0.93	NA	Erysipelotrichaceae bacterium: 0.93
15_5m_153.fa	taxid assigned	based on 3844/3972 ORFs	1;131567;2;1783257;74201	1.00;1.00;1.00;0.92;0.91	Bacteria: 1.00	Verrucomicrobia: 0.91	no support	no support	no support	no support	no support
15_5m_154.fa	taxid assigned	based on 49/127 ORFs	1;131567;2	1.00;0.67;0.64	Bacteria: 0.64	no support	no support	no support	no support	no support	no support
15_5m_155.fa	taxid assigned	based on 1336/2815 ORFs	1;131567;2	1.00;0.89;0.83	Bacteria: 0.83	no support	no support	no support	no support	no support	no support
15_5m_156.fa	taxid assigned	based on 4070/4437 ORFs	1;131567;2;203691;203692;136	1.00;1.00;0.98;0.63;0.34;0.30	Bacteria: 0.98	Spirochaetes: 0.63	Spirochaetia: 0.34	Spirochaetales: 0.30	no support	no support	no support
15_5m_157.fa	taxid assigned	based on 1/2 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;1.00;1.00;1.00	Bacteria: 1.00	Bacteroidetes: 1.00	no support	no support	no support	no support	no support
15_5m_158.fa	taxid assigned	based on 24/84 ORFs	1;131567;2;1783270;68336;976;117743;200644	1.00;1.00;1.00;0.54;0.54;0.54;0.30;0.30	Bacteria: 1.00	Bacteroidetes: 0.54	Flavobacteriia: 0.30	Flavobacteriales: 0.30	no support	no support	no support
15_5m_159.fa	taxid assigned	based on 1687/1787 ORFs	1;131567;2;1224;68525;28221;213118;213121;231686;2053307	1.00;1.00;1.00;0.94;0.85;0.85;0.83;0.83;0.83;0.83	Bacteria: 1.00	Proteobacteria: 0.94	Deltaproteobacteria: 0.85	Desulfobacterales: 0.83	Desulfobulbaceae: 0.83	NA	Desulfobulbaceae bacterium: 0.83
15_5m_16.fa	taxid assigned	based on 8399/8704 ORFs	1;131567;2;1783272;201174;1760	1.00;1.00;0.99;0.92;0.91;0.84	Bacteria: 0.99	Actinobacteria: 0.91	Actinomycetia: 0.84	no support	no support	no support	no support
15_5m_160.fa	taxid assigned	based on 979/1075 ORFs	1;131567;2;1224;68525;29547;213849;72294;2321108;28196;2593671;1872629	1.00;1.00;0.98;0.75;0.74;0.73;0.66;0.45;0.42;0.35;0.34;0.33	Bacteria: 0.98	Proteobacteria: 0.75	Epsilonproteobacteria: 0.73	Campylobacterales: 0.66	Campylobacteraceae: 0.45	Arcobacter: 0.35	Arcobacter sp.: 0.33
15_5m_161.fa	taxid assigned	based on 10446/16058 ORFs	1;131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852;2857;303405	1.00;1.00;0.98;0.97;0.97;0.97;0.97;0.92;0.92;0.76;0.76;0.39;0.39	Eukaryota: 0.98	Bacillariophyta: 0.97	Bacillariophyceae: 0.92	Bacillariales: 0.76	Bacillariaceae: 0.76	Nitzschia: 0.39	Nitzschia inconspicua: 0.39
15_5m_162.fa	taxid assigned	based on 422/759 ORFs	1;131567;2	1.00;0.83;0.77	Bacteria: 0.77	no support	no support	no support	no support	no support	no support
15_5m_163.fa	taxid assigned	based on 2490/2541 ORFs	1;131567;2;1224;28216	1.00;1.00;0.99;0.94;0.91	Bacteria: 0.99	Proteobacteria: 0.94	Betaproteobacteria: 0.91	no support	no support	no support	no support
15_5m_164.fa	taxid assigned	based on 133/160 ORFs	1;131567;2;1783270;68336;976	1.00;0.93;0.82;0.44;0.44;0.43	Bacteria: 0.82	Bacteroidetes: 0.43	no support	no support	no support	no support	no support
15_5m_165.fa	taxid assigned	based on 3163/3623 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.98;0.41;0.40;0.35	Bacteria: 0.98	Bacteroidetes: 0.35	no support	no support	no support	no support	no support
15_5m_166.fa	taxid assigned	based on 7187/12540 ORFs	1;131567;2	1.00;0.76;0.69	Bacteria: 0.69	no support	no support	no support	no support	no support	no support
15_5m_167.fa	taxid assigned	based on 2901/4650 ORFs	1;131567;2;1783257	1.00;0.92;0.85;0.34	Bacteria: 0.85	no support	no support	no support	no support	no support	no support
15_5m_168.fa	taxid assigned	based on 1619/3474 ORFs	1;131567;2;49928;1869227	1.00;0.70;0.60;0.40;0.40	Bacteria: 0.60	NA	NA	NA	NA	NA	bacterium: 0.40
15_5m_169.fa	taxid assigned	based on 1645/1907 ORFs	1;131567;2;2323;1783234;1783273;1794811;1752728	1.00;1.00;0.94;0.76;0.76;0.74;0.50;0.37	Bacteria: 0.94	Candidatus Falkowbacteria: 0.37	no support	no support	no support	no support	no support
15_5m_17.fa	taxid assigned (1/2)	based on 1481/1744 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.59;0.58;0.58;0.58;0.58;0.58;0.56;0.56	Viruses: 0.59	Uroviricota: 0.58	Caudoviricetes: 0.58	Caudovirales: 0.58	NA	NA	uncultured Caudovirales phage: 0.56
15_5m_17.fa	taxid assigned (2/2)	based on 1481/1744 ORFs	1;131567;2	1.00;0.33;0.32	Bacteria: 0.32	no support	no support	no support	no support	no support	no support
15_5m_170.fa	taxid assigned	based on 103/171 ORFs	1;131567;2;1783270;68336;976;117743;200644;1853230;1986672;2026728	1.00;0.80;0.78;0.54;0.54;0.53;0.42;0.42;0.30;0.30;0.30	Bacteria: 0.78	Bacteroidetes: 0.53	Flavobacteriia: 0.42	Flavobacteriales: 0.42	Crocinitomicaceae: 0.30	NA	Crocinitomicaceae bacterium: 0.30
15_5m_171.fa	taxid assigned	based on 8894/9901 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.98;0.51;0.50;0.48	Bacteria: 0.98	Bacteroidetes: 0.48	no support	no support	no support	no support	no support
15_5m_172.fa	taxid assigned (1/2)	based on 1883/3455 ORFs	1;10239;2732004;2732005;2732007;2732523;2732554;549779;985780	1.00;0.44;0.35;0.35;0.35;0.35;0.31;0.31;0.31	Viruses: 0.44	Nucleocytoviricota: 0.35	Megaviricetes: 0.35	Imitervirales: 0.31	Mimiviridae: 0.31	no support	no support
15_5m_172.fa	taxid assigned (2/2)	based on 1883/3455 ORFs	1;131567;2	1.00;0.43;0.33	Bacteria: 0.33	no support	no support	no support	no support	no support	no support
15_5m_173.fa	taxid assigned	based on 1/9 ORFs	1;131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852;2857;303405	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Eukaryota: 1.00	Bacillariophyta: 1.00	Bacillariophyceae: 1.00	Bacillariales: 1.00	Bacillariaceae: 1.00	Nitzschia: 1.00	Nitzschia inconspicua: 1.00
15_5m_174.fa	taxid assigned	based on 5174/5636 ORFs	1;131567;2;1783270;68336;976;37452;1898104	1.00;1.00;0.99;0.89;0.89;0.87;0.49;0.47	Bacteria: 0.99	Bacteroidetes: 0.87	NA	NA	NA	NA	Bacteroidetes bacterium: 0.47
15_5m_175.fa	taxid assigned	based on 10836/13815 ORFs	1;131567;2;1224	1.00;0.97;0.95;0.40	Bacteria: 0.95	Proteobacteria: 0.40	no support	no support	no support	no support	no support
15_5m_176.fa	taxid assigned	based on 1629/1671 ORFs	1;131567;2;1783272;200795	1.00;0.99;0.99;0.80;0.78	Bacteria: 0.99	Chloroflexi: 0.78	no support	no support	no support	no support	no support
15_5m_177.fa	taxid assigned	based on 289/382 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.47;0.47;0.47;0.47;0.47;0.47;0.39;0.39	Viruses: 0.47	Uroviricota: 0.47	Caudoviricetes: 0.47	Caudovirales: 0.47	NA	NA	uncultured Caudovirales phage: 0.39
15_5m_178.fa	taxid assigned	based on 1378/1391 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;1.00;1.00;0.97;0.97;0.97;0.94	Bacteria: 1.00	Bacteroidetes: 0.97	Chitinophagia: 0.94	no support	no support	no support	no support
15_5m_179.fa	taxid assigned	based on 542/844 ORFs	1;131567;2	1.00;0.86;0.83	Bacteria: 0.83	no support	no support	no support	no support	no support	no support
15_5m_18.fa	taxid assigned	based on 12268/12738 ORFs	1;131567;2;1224;28216;80840	1.00;0.99;0.98;0.85;0.69;0.47	Bacteria: 0.98	Proteobacteria: 0.85	Betaproteobacteria: 0.69	Burkholderiales: 0.47	no support	no support	no support
15_5m_180.fa	taxid assigned	based on 14036/14941 ORFs	1;131567;2;1224;68525;28221;122706;2026735	1.00;1.00;0.99;0.85;0.76;0.76;0.33;0.31	Bacteria: 0.99	Proteobacteria: 0.85	Deltaproteobacteria: 0.76	NA	NA	NA	Deltaproteobacteria bacterium: 0.31
15_5m_181.fa	taxid assigned	based on 3/3 ORFs	1;131567;2;1783270;68336;976;200643;171549;185291;2030927	1.00;1.00;1.00;1.00;1.00;1.00;0.73;0.73;0.73;0.73	Bacteria: 1.00	Bacteroidetes: 1.00	Bacteroidia: 0.73	Bacteroidales: 0.73	NA	NA	Bacteroidales bacterium: 0.73
15_5m_182.fa	taxid assigned	based on 50/158 ORFs	1;131567;2	1.00;0.99;0.36	Bacteria: 0.36	no support	no support	no support	no support	no support	no support
15_5m_183.fa	taxid assigned	based on 4770/5292 ORFs	1;131567;2;1783257;203682;473814;2026780	1.00;1.00;1.00;0.91;0.90;0.58;0.58	Bacteria: 1.00	Planctomycetes: 0.90	NA	NA	NA	NA	Planctomycetes bacterium: 0.58
15_5m_184.fa	taxid assigned	based on 2329/2416 ORFs	1;131567;2;1783257;74201;414999;415000;134623	1.00;1.00;1.00;0.98;0.97;0.96;0.49;0.49	Bacteria: 1.00	Verrucomicrobia: 0.97	Opitutae: 0.96	Opitutales: 0.49	Opitutaceae: 0.49	no support	no support
15_5m_185.fa	no taxid assigned	no hits to database
15_5m_186.fa	taxid assigned (1/2)	based on 14/30 ORFs	1;131567;2;1783272;201174	1.00;0.96;0.96;0.52;0.34	Bacteria: 0.96	Actinobacteria: 0.34	no support	no support	no support	no support	no support
15_5m_186.fa	taxid assigned (2/2)	based on 14/30 ORFs	1;131567;2;1224	1.00;0.96;0.96;0.31	Bacteria: 0.96	Proteobacteria: 0.31	no support	no support	no support	no support	no support
15_5m_187.fa	taxid assigned	based on 4570/7079 ORFs	1;131567;2	1.00;0.83;0.78	Bacteria: 0.78	no support	no support	no support	no support	no support	no support
15_5m_188.fa	taxid assigned	based on 4417/4549 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.98;0.81;0.81;0.80	Bacteria: 0.98	Bacteroidetes: 0.80	no support	no support	no support	no support	no support
15_5m_189.fa	taxid assigned	based on 4141/5525 ORFs	1;131567;2;1783270;68336;976	1.00;0.97;0.95;0.64;0.64;0.60	Bacteria: 0.95	Bacteroidetes: 0.60	no support	no support	no support	no support	no support
15_5m_19.fa	taxid assigned	based on 3970/4242 ORFs	1;131567;2;1224;1236;135618;2202198;2304002	1.00;1.00;0.99;0.96;0.90;0.73;0.48;0.48	Bacteria: 0.99	Proteobacteria: 0.96	Gammaproteobacteria: 0.90	Methylococcales: 0.73	NA	NA	Methylococcales bacterium: 0.48
15_5m_190.fa	taxid assigned	based on 2128/2385 ORFs	1;131567;2;1783257;256845	1.00;1.00;0.99;0.72;0.35	Bacteria: 0.99	Lentisphaerae: 0.35	no support	no support	no support	no support	no support
