# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
9m_116.fa	taxid assigned	based on 5867/6022 ORFs	1;131567;2;1224;28216;80840;80864;665874;2626134	1.00;0.99;0.99;0.96;0.94;0.77;0.75;0.51;0.44	Bacteria: 0.99	Proteobacteria: 0.96	Betaproteobacteria: 0.94	Burkholderiales: 0.77	Comamonadaceae: 0.75	Limnohabitans: 0.51	no support
9m_117.fa	taxid assigned (1/2)	based on 3/42 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;1.00;0.57;0.57;0.57;0.57;0.57;0.57;0.57	Viruses: 1.00	Uroviricota: 0.57	Caudoviricetes: 0.57	Caudovirales: 0.57	NA	NA	uncultured Caudovirales phage: 0.57
9m_117.fa	taxid assigned (2/2)	based on 3/42 ORFs	1;10239;12429;2763270	1.00;1.00;0.43;0.43	Viruses: 1.00	NA	NA	NA	NA	NA	Virus NIOZ-UU159: 0.43
9m_118.fa	taxid assigned	based on 174/192 ORFs	1;131567;2;1224;28216;80840;80864;665874;2626134	1.00;0.99;0.99;0.94;0.91;0.81;0.63;0.62;0.45	Bacteria: 0.99	Proteobacteria: 0.94	Betaproteobacteria: 0.91	Burkholderiales: 0.81	Comamonadaceae: 0.63	Limnohabitans: 0.62	no support
9m_119.fa	taxid assigned	based on 878/1202 ORFs	1;131567;2	1.00;0.98;0.97	Bacteria: 0.97	no support	no support	no support	no support	no support	no support
9m_12.fa	taxid assigned	based on 1751/2564 ORFs	1;131567;2	1.00;0.75;0.69	Bacteria: 0.69	no support	no support	no support	no support	no support	no support
9m_120.fa	taxid assigned	based on 1548/1678 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.99;0.71;0.71;0.70	Bacteria: 0.99	Bacteroidetes: 0.70	no support	no support	no support	no support	no support
9m_121.fa	no taxid assigned	no hits to database
9m_122.fa	taxid assigned	based on 3116/3158 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;1.00;0.99;0.96;0.96;0.96;0.89	Bacteria: 0.99	Bacteroidetes: 0.96	Chitinophagia: 0.89	no support	no support	no support	no support
9m_123.fa	taxid assigned	based on 1/5 ORFs	1;131567	1.00;1.00	no support	no support	no support	no support	no support	no support	no support
9m_124.fa	taxid assigned	based on 1/17 ORFs	1;131567;2759;554296;172820;877559;529818*;461836*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Eukaryota: 1.00	NA	NA	NA	Apusomonadidae: 1.00	Thecamonas: 1.00	Thecamonas trahens*: 1.00
9m_125.fa	taxid assigned	based on 3712/5448 ORFs	1;131567;2	1.00;0.71;0.59	Bacteria: 0.59	no support	no support	no support	no support	no support	no support
9m_126.fa	taxid assigned	based on 689/816 ORFs	1;131567;2	1.00;0.40;0.38	Bacteria: 0.38	no support	no support	no support	no support	no support	no support
9m_127.fa	taxid assigned	based on 2777/2876 ORFs	1;131567;2;1224;1236;135618;2202198;2304002	1.00;1.00;0.99;0.96;0.92;0.89;0.59;0.59	Bacteria: 0.99	Proteobacteria: 0.96	Gammaproteobacteria: 0.92	Methylococcales: 0.89	NA	NA	Methylococcales bacterium: 0.59
9m_128.fa	taxid assigned (1/2)	based on 30/171 ORFs	1;131567;2	1.00;1.00;0.50	Bacteria: 0.50	no support	no support	no support	no support	no support	no support
9m_128.fa	taxid assigned (2/2)	based on 30/171 ORFs	1;131567;2759	1.00;1.00;0.48	Eukaryota: 0.48	no support	no support	no support	no support	no support	no support
9m_129.fa	taxid assigned	based on 8/16 ORFs	1;131567;2;1783270;68336;976;117743;200644;49546;237	1.00;0.92;0.92;0.92;0.92;0.92;0.85;0.73;0.59;0.47	Bacteria: 0.92	Bacteroidetes: 0.92	Flavobacteriia: 0.85	Flavobacteriales: 0.73	Flavobacteriaceae: 0.59	Flavobacterium: 0.47	no support
9m_13.fa	taxid assigned (1/2)	based on 646/963 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.33;0.33;0.33;0.33;0.33;0.33;0.31;0.31	Viruses: 0.33	Uroviricota: 0.33	Caudoviricetes: 0.33	Caudovirales: 0.33	NA	NA	uncultured Caudovirales phage: 0.31
9m_13.fa	taxid assigned (2/2)	based on 646/963 ORFs	1;131567;2	1.00;0.46;0.43	Bacteria: 0.43	no support	no support	no support	no support	no support	no support
9m_130.fa	no taxid assigned	no hits to database
9m_131.fa	taxid assigned	based on 200/348 ORFs	1;131567;2	1.00;0.78;0.67	Bacteria: 0.67	no support	no support	no support	no support	no support	no support
9m_132.fa	taxid assigned	based on 1387/1693 ORFs	1;131567;2	1.00;0.52;0.45	Bacteria: 0.45	no support	no support	no support	no support	no support	no support
9m_133.fa	taxid assigned (1/2)	based on 155/184 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.51;0.51;0.51;0.51;0.51;0.51;0.51;0.51	Viruses: 0.51	Uroviricota: 0.51	Caudoviricetes: 0.51	Caudovirales: 0.51	NA	NA	uncultured Caudovirales phage: 0.51
9m_133.fa	taxid assigned (2/2)	based on 155/184 ORFs	1;131567;2;1224	1.00;0.47;0.47;0.39	Bacteria: 0.47	Proteobacteria: 0.39	no support	no support	no support	no support	no support
9m_134.fa	no taxid assigned	no hits to database
9m_135.fa	taxid assigned	based on 102/202 ORFs	1;131567;2	1.00;0.95;0.91	Bacteria: 0.91	no support	no support	no support	no support	no support	no support
9m_136.fa	taxid assigned	based on 2246/2402 ORFs	1;131567;2;1783270;68336;976;37452;1898104	1.00;1.00;0.99;0.93;0.93;0.93;0.68;0.68	Bacteria: 0.99	Bacteroidetes: 0.93	NA	NA	NA	NA	Bacteroidetes bacterium: 0.68
9m_137.fa	taxid assigned (1/2)	based on 12/25 ORFs	1;10239;2731341;2731360;2731618;2731619;28883*	1.00;0.30;0.30;0.30;0.30;0.30;0.30	Viruses: 0.30	Uroviricota: 0.30	Caudoviricetes: 0.30	Caudovirales*: 0.30	no support	no support	no support
9m_137.fa	taxid assigned (2/2)	based on 12/25 ORFs	1;131567;2	1.00;0.70;0.53	Bacteria: 0.53	no support	no support	no support	no support	no support	no support
9m_138.fa	taxid assigned	based on 4133/4240 ORFs	1;131567;2;1224;28211;204457	1.00;1.00;1.00;0.99;0.98;0.94	Bacteria: 1.00	Proteobacteria: 0.99	Alphaproteobacteria: 0.98	Sphingomonadales: 0.94	no support	no support	no support
9m_139.fa	taxid assigned	based on 18/61 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;0.86;0.79;0.75;0.75;0.75;0.75	Bacteria: 0.86	Actinobacteria: 0.75	Actinomycetia: 0.75	NA	NA	NA	Actinobacteria bacterium: 0.75
9m_14.fa	taxid assigned	based on 2461/2495 ORFs	1;131567;2;1224;28216;80840;80864;665874;2626134;1907725	1.00;1.00;1.00;0.94;0.89;0.46;0.42;0.41;0.41;0.40	Bacteria: 1.00	Proteobacteria: 0.94	Betaproteobacteria: 0.89	Burkholderiales: 0.46	Comamonadaceae: 0.42	Limnohabitans: 0.41	Limnohabitans sp.: 0.40
9m_140.fa	taxid assigned	based on 991/4510 ORFs	1;131567;2759	1.00;0.74;0.44	Eukaryota: 0.44	no support	no support	no support	no support	no support	no support
9m_141.fa	taxid assigned (1/2)	based on 2/4 ORFs	1;131567;2;1224;28216;33809;1891241	1.00;1.00;1.00;0.48;0.48;0.48;0.48	Bacteria: 1.00	Proteobacteria: 0.48	Betaproteobacteria: 0.48	NA	NA	NA	Betaproteobacteria bacterium: 0.48
9m_141.fa	taxid assigned (2/2)	based on 2/4 ORFs	1;131567;2;1783257;74201;417295;2026799	1.00;1.00;1.00;0.52;0.52;0.52;0.52	Bacteria: 1.00	Verrucomicrobia: 0.52	NA	NA	NA	NA	Verrucomicrobia bacterium: 0.52
9m_142.fa	taxid assigned	based on 5643/5826 ORFs	1;131567;2;1783272;201174;1760;52018	1.00;1.00;1.00;0.56;0.56;0.37;0.36	Bacteria: 1.00	Actinobacteria: 0.56	Actinomycetia: 0.37	no support	no support	no support	no support
9m_143.fa	taxid assigned	based on 3232/3419 ORFs	1;131567;2;1783257;74201;203494	1.00;1.00;1.00;0.68;0.67;0.33	Bacteria: 1.00	Verrucomicrobia: 0.67	Verrucomicrobiae: 0.33	no support	no support	no support	no support
9m_144.fa	taxid assigned	based on 2557/2600 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;1.00;1.00;0.98;0.98;0.98;0.96	Bacteria: 1.00	Bacteroidetes: 0.98	Chitinophagia: 0.96	no support	no support	no support	no support
9m_145.fa	taxid assigned (1/2)	based on 14/32 ORFs	1;131567;2;1783270;68336;976	1.00;0.83;0.76;0.39;0.39;0.39	Bacteria: 0.76	Bacteroidetes: 0.39	no support	no support	no support	no support	no support
9m_145.fa	taxid assigned (2/2)	based on 14/32 ORFs	1;131567;2;49928;1869227	1.00;0.83;0.76;0.37;0.37	Bacteria: 0.76	NA	NA	NA	NA	NA	bacterium: 0.37
9m_146.fa	taxid assigned	based on 3/5 ORFs	1;131567;2;1224;28216;80840;80864;665874;2626134	1.00;1.00;1.00;0.37;0.37;0.37;0.37;0.37;0.37	Bacteria: 1.00	Proteobacteria: 0.37	Betaproteobacteria: 0.37	Burkholderiales: 0.37	Comamonadaceae: 0.37	Limnohabitans: 0.37	no support
9m_147.fa	taxid assigned (1/2)	based on 810/1684 ORFs	1;131567;2	1.00;0.52;0.43	Bacteria: 0.43	no support	no support	no support	no support	no support	no support
9m_147.fa	taxid assigned (2/2)	based on 810/1684 ORFs	1;10239	1.00;0.36	Viruses: 0.36	no support	no support	no support	no support	no support	no support
9m_148.fa	taxid assigned	based on 5254/5649 ORFs	1;131567;2;1224;28211	1.00;1.00;0.92;0.65;0.32	Bacteria: 0.92	Proteobacteria: 0.65	Alphaproteobacteria: 0.32	no support	no support	no support	no support
9m_149.fa	taxid assigned	based on 2123/2262 ORFs	1;131567;2;1783270;68336;976;200643;1151610;2044936	1.00;1.00;1.00;0.97;0.97;0.97;0.58;0.57;0.57	Bacteria: 1.00	Bacteroidetes: 0.97	Bacteroidia: 0.58	NA	NA	NA	Bacteroidia bacterium: 0.57
9m_15.fa	taxid assigned	based on 1606/3771 ORFs	1;131567;2759;33154;4751;112252	1.00;0.97;0.81;0.70;0.59;0.42	Eukaryota: 0.81	no support	no support	no support	no support	no support	no support
9m_150.fa	taxid assigned	based on 1/22 ORFs	1;131567;2759;2698737;33634;2696291;2836;33849;33850	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	Eukaryota: 1.00	Bacillariophyta: 1.00	Bacillariophyceae: 1.00	no support	no support	no support	no support
9m_151.fa	taxid assigned (1/2)	based on 6/47 ORFs	1;131567;2;49928;1869227	1.00;0.84;0.39;0.35;0.35	Bacteria: 0.39	NA	NA	NA	NA	NA	bacterium: 0.35
9m_151.fa	taxid assigned (2/2)	based on 6/47 ORFs	1;131567;2759;33090;3041	1.00;0.84;0.44;0.44;0.44	Eukaryota: 0.44	Chlorophyta: 0.44	no support	no support	no support	no support	no support
9m_152.fa	taxid assigned	based on 18/33 ORFs	1;131567;2;1783270;68336;976;768503;768507;89373	1.00;0.97;0.97;0.74;0.74;0.74;0.56;0.56;0.53	Bacteria: 0.97	Bacteroidetes: 0.74	Cytophagia: 0.56	Cytophagales: 0.56	Cytophagaceae: 0.53	no support	no support
9m_153.fa	taxid assigned	based on 329/538 ORFs	1;131567;2;49928;1869227	1.00;0.97;0.95;0.76;0.76	Bacteria: 0.95	NA	NA	NA	NA	NA	bacterium: 0.76
9m_154.fa	taxid assigned	based on 87/123 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73	Viruses: 0.73	Uroviricota: 0.73	Caudoviricetes: 0.73	Caudovirales: 0.73	NA	NA	uncultured Caudovirales phage: 0.73
9m_155.fa	taxid assigned	based on 704/768 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.99;0.99;0.84;0.83;0.80;0.63;0.60	Bacteria: 0.99	Actinobacteria: 0.83	Actinomycetia: 0.80	NA	NA	NA	Actinobacteria bacterium: 0.60
9m_156.fa	taxid assigned	based on 39/47 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.73;0.73;0.73;0.73;0.73;0.73;0.73;0.73	Viruses: 0.73	Uroviricota: 0.73	Caudoviricetes: 0.73	Caudovirales: 0.73	NA	NA	uncultured Caudovirales phage: 0.73
9m_157.fa	taxid assigned	based on 2/40 ORFs	1;131567;2	1.00;1.00;1.00	Bacteria: 1.00	no support	no support	no support	no support	no support	no support
9m_158.fa	taxid assigned	based on 2316/2509 ORFs	1;131567;2;1224;1236	1.00;0.99;0.98;0.93;0.83	Bacteria: 0.98	Proteobacteria: 0.93	Gammaproteobacteria: 0.83	no support	no support	no support	no support
9m_159.fa	taxid assigned	based on 2591/2752 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;0.80;0.80;0.80	Bacteria: 1.00	Bacteroidetes: 0.80	no support	no support	no support	no support	no support
9m_16.fa	taxid assigned	based on 175/276 ORFs	1;131567;2	1.00;0.78;0.75	Bacteria: 0.75	no support	no support	no support	no support	no support	no support
9m_160.fa	taxid assigned	based on 21/23 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99	Viruses: 0.99	Uroviricota: 0.99	Caudoviricetes: 0.99	Caudovirales: 0.99	NA	NA	uncultured Caudovirales phage: 0.99
9m_161.fa	taxid assigned	based on 10257/20627 ORFs	1;131567;2759;33090;3041	1.00;0.99;0.88;0.75;0.41	Eukaryota: 0.88	Chlorophyta: 0.41	no support	no support	no support	no support	no support
9m_162.fa	taxid assigned	based on 5/15 ORFs	1;131567;2;1783272;1297;188787;118964;183710;1298	1.00;0.89;0.89;0.69;0.34;0.34;0.34;0.34;0.34	Bacteria: 0.89	Deinococcus-Thermus: 0.34	Deinococci: 0.34	Deinococcales: 0.34	Deinococcaceae: 0.34	Deinococcus: 0.34	no support
9m_163.fa	taxid assigned	based on 4/4 ORFs	1;131567;2;1783272;1239;186801;186802;186803;830;2639466;1458463	1.00;1.00;1.00;0.82;0.82;0.82;0.82;0.34;0.34;0.34;0.34	Bacteria: 1.00	Firmicutes: 0.82	Clostridia: 0.82	Eubacteriales: 0.82	Lachnospiraceae: 0.34	Butyrivibrio: 0.34	Butyrivibrio sp. AE2032: 0.34
9m_164.fa	taxid assigned (1/2)	based on 971/1330 ORFs	1;10239;2731341;2731360;2731618;2731619;28883*	1.00;0.31;0.30;0.30;0.30;0.30;0.30	Viruses: 0.31	Uroviricota: 0.30	Caudoviricetes: 0.30	Caudovirales*: 0.30	no support	no support	no support
9m_164.fa	taxid assigned (2/2)	based on 971/1330 ORFs	1;131567;2	1.00;0.50;0.49	Bacteria: 0.49	no support	no support	no support	no support	no support	no support
9m_165.fa	taxid assigned	based on 2345/4256 ORFs	1;131567;2;1783272;67819	1.00;0.92;0.76;0.37;0.31	Bacteria: 0.76	Armatimonadetes: 0.31	no support	no support	no support	no support	no support
9m_166.fa	no taxid assigned	no hits to database
9m_167.fa	taxid assigned	based on 1155/1668 ORFs	1;131567;2;1783257;74201	1.00;0.91;0.89;0.39;0.36	Bacteria: 0.89	Verrucomicrobia: 0.36	no support	no support	no support	no support	no support
9m_168.fa	taxid assigned (1/2)	based on 627/997 ORFs	1;10239;12429;2763270	1.00;0.53;0.45;0.45	Viruses: 0.53	NA	NA	NA	NA	NA	Virus NIOZ-UU159: 0.45
9m_168.fa	taxid assigned (2/2)	based on 627/997 ORFs	1;131567	1.00;0.33	no support	no support	no support	no support	no support	no support	no support
9m_169.fa	no taxid assigned	no hits to database
9m_17.fa	taxid assigned	based on 3177/3989 ORFs	1;131567;2	1.00;0.59;0.55	Bacteria: 0.55	no support	no support	no support	no support	no support	no support
9m_170.fa	taxid assigned	based on 736/1171 ORFs	1;131567;2	1.00;0.82;0.73	Bacteria: 0.73	no support	no support	no support	no support	no support	no support
9m_171.fa	no taxid assigned	no hits to database
9m_172.fa	taxid assigned	based on 2767/2802 ORFs	1;131567;2;1224;28211;204457	1.00;1.00;1.00;0.99;0.99;0.88	Bacteria: 1.00	Proteobacteria: 0.99	Alphaproteobacteria: 0.99	Sphingomonadales: 0.88	no support	no support	no support
9m_173.fa	taxid assigned	based on 2224/2308 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;0.94;0.94;0.92	Bacteria: 1.00	Bacteroidetes: 0.92	no support	no support	no support	no support	no support
9m_174.fa	taxid assigned	based on 1143/1833 ORFs	1;131567;2;1224;28211;33807;1913988	1.00;0.95;0.92;0.48;0.45;0.44;0.44	Bacteria: 0.92	Proteobacteria: 0.48	Alphaproteobacteria: 0.45	NA	NA	NA	Alphaproteobacteria bacterium: 0.44
9m_175.fa	taxid assigned (1/2)	based on 202/312 ORFs	1;10239;2731341;2731360;2731618;2731619;28883*	1.00;0.52;0.52;0.52;0.52;0.52;0.52	Viruses: 0.52	Uroviricota: 0.52	Caudoviricetes: 0.52	Caudovirales*: 0.52	no support	no support	no support
9m_175.fa	taxid assigned (2/2)	based on 202/312 ORFs	1;131567	1.00;0.31	no support	no support	no support	no support	no support	no support	no support
9m_176.fa	taxid assigned (1/2)	based on 86/157 ORFs	1;10239;2731341;2731360;2731618;2731619;28883*	1.00;0.31;0.31;0.31;0.31;0.31;0.31	Viruses: 0.31	Uroviricota: 0.31	Caudoviricetes: 0.31	Caudovirales*: 0.31	no support	no support	no support
9m_176.fa	taxid assigned (2/2)	based on 86/157 ORFs	1;131567;2	1.00;0.60;0.49	Bacteria: 0.49	no support	no support	no support	no support	no support	no support
9m_177.fa	taxid assigned	based on 3597/3697 ORFs	1;131567;2;1783257;74201;414999;503183	1.00;1.00;1.00;0.91;0.90;0.86;0.57	Bacteria: 1.00	Verrucomicrobia: 0.90	Opitutae: 0.86	no support	no support	no support	no support
9m_178.fa	taxid assigned	based on 371/440 ORFs	1;131567;2;1224;28216;80840;119060;44013;2640945	1.00;0.91;0.90;0.77;0.64;0.59;0.48;0.47;0.34	Bacteria: 0.90	Proteobacteria: 0.77	Betaproteobacteria: 0.64	Burkholderiales: 0.59	Burkholderiaceae: 0.48	Polynucleobacter: 0.47	no support
9m_179.fa	taxid assigned	based on 3801/4088 ORFs	1;131567;2;1224;28216;33809;1891241	1.00;1.00;0.97;0.90;0.79;0.38;0.38	Bacteria: 0.97	Proteobacteria: 0.90	Betaproteobacteria: 0.79	NA	NA	NA	Betaproteobacteria bacterium: 0.38
9m_18.fa	no taxid assigned	no hits to database
9m_180.fa	taxid assigned	based on 2505/2676 ORFs	1;131567;2;1224	1.00;1.00;0.99;0.86	Bacteria: 0.99	Proteobacteria: 0.86	no support	no support	no support	no support	no support
9m_181.fa	no taxid assigned	no hits to database
9m_182.fa	taxid assigned	based on 620/1236 ORFs	1;131567;2	1.00;0.67;0.62	Bacteria: 0.62	no support	no support	no support	no support	no support	no support
9m_183.fa	taxid assigned	based on 1058/1557 ORFs	1;131567;2	1.00;0.97;0.96	Bacteria: 0.96	no support	no support	no support	no support	no support	no support
9m_184.fa	taxid assigned	based on 2631/2772 ORFs	1;131567;2;1783270;68336;976	1.00;0.99;0.96;0.61;0.60;0.56	Bacteria: 0.96	Bacteroidetes: 0.56	no support	no support	no support	no support	no support
9m_185.fa	taxid assigned	based on 3739/3887 ORFs	1;131567;2;1224;28216	1.00;0.98;0.98;0.91;0.85	Bacteria: 0.98	Proteobacteria: 0.91	Betaproteobacteria: 0.85	no support	no support	no support	no support
9m_186.fa	taxid assigned	based on 317/700 ORFs	1;131567;2	1.00;0.93;0.43	Bacteria: 0.43	no support	no support	no support	no support	no support	no support
9m_187.fa	taxid assigned (1/2)	based on 2985/4122 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.43;0.43;0.43;0.43;0.43;0.43;0.40;0.40	Viruses: 0.43	Uroviricota: 0.43	Caudoviricetes: 0.43	Caudovirales: 0.43	NA	NA	uncultured Caudovirales phage: 0.40
9m_187.fa	taxid assigned (2/2)	based on 2985/4122 ORFs	1;131567;2	1.00;0.42;0.41	Bacteria: 0.41	no support	no support	no support	no support	no support	no support
9m_188.fa	taxid assigned	based on 6971/7045 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;0.99;0.97;0.96;0.96;0.45;0.30	Bacteria: 0.99	Actinobacteria: 0.96	Actinomycetia: 0.96	NA	NA	NA	Actinobacteria bacterium: 0.30
9m_189.fa	taxid assigned	based on 12/17 ORFs	1;131567;2;1783270;68336;976;1853228;1853229;563835	1.00;1.00;1.00;0.92;0.92;0.92;0.38;0.38;0.38	Bacteria: 1.00	Bacteroidetes: 0.92	Chitinophagia: 0.38	Chitinophagales: 0.38	Chitinophagaceae: 0.38	no support	no support
9m_19.fa	taxid assigned	based on 64/144 ORFs	1;131567;2;1224;28216	1.00;0.57;0.55;0.36;0.35	Bacteria: 0.55	Proteobacteria: 0.36	Betaproteobacteria: 0.35	no support	no support	no support	no support
9m_190.fa	taxid assigned (1/2)	based on 100/129 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.41;0.40;0.40;0.40;0.40;0.40;0.33;0.33	Viruses: 0.41	Uroviricota: 0.40	Caudoviricetes: 0.40	Caudovirales: 0.40	NA	NA	uncultured Caudovirales phage: 0.33
9m_190.fa	taxid assigned (2/2)	based on 100/129 ORFs	1;131567;2	1.00;0.48;0.45	Bacteria: 0.45	no support	no support	no support	no support	no support	no support
9m_191.fa	taxid assigned	based on 299/320 ORFs	1;131567;2;1783257;74201;417295;2026799	1.00;0.99;0.99;0.83;0.78;0.38;0.37	Bacteria: 0.99	Verrucomicrobia: 0.78	NA	NA	NA	NA	Verrucomicrobia bacterium: 0.37
9m_192.fa	taxid assigned	based on 2760/2879 ORFs	1;131567;2;1783272;1798711;1117;1890424	1.00;1.00;0.99;0.95;0.94;0.94;0.83	Bacteria: 0.99	Cyanobacteria: 0.94	NA	Synechococcales: 0.83	no support	no support	no support
9m_193.fa	taxid assigned	based on 2705/4013 ORFs	1;131567;2	1.00;0.75;0.71	Bacteria: 0.71	no support	no support	no support	no support	no support	no support
9m_194.fa	no taxid assigned	no hits to database
