n_contigs	contig_bp	gap_pct	ctg_N50	ctg_L50	ctg_N90	ctg_L90	ctg_max	gc_avg	gc_std	filename
947	2248408	0.000	217	2581	744	1224	41751	0.28721	0.03215	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_145-contigs.fa
80	402514	0.000	15	7832	55	2271	62301	0.47944	0.04123	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_146-contigs.fa
3	22781	0.000	1	15397	3	2817	15397	0.47368	0.03689	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_147-contigs.fa
172	993852	0.000	27	7775	116	2438	57482	0.42433	0.04134	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_148-contigs.fa
371	1297335	0.000	76	4681	270	1574	32162	0.24305	0.03457	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_149-contigs.fa
4	14347	0.000	1	7584	3	1377	7584	0.44427	0.05073	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_14-contigs.fa
448	2533096	0.000	75	8349	301	2497	101167	0.44166	0.02094	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_150-contigs.fa
2060	6053156	0.000	407	3689	1538	1345	56328	0.45808	0.02005	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_151-contigs.fa
1	1203	0.000	1	1203	1	1203	1203	0.46135	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_152-contigs.fa
576	1113037	0.000	178	1984	476	1156	13065	0.58631	0.03961	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_153-contigs.fa
9	16461	0.000	4	1632	8	1251	3744	0.58490	0.02579	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_154-contigs.fa
1435	3575841	0.000	310	2821	1111	1215	30779	0.50634	0.07733	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_155-contigs.fa
759	2198350	0.000	163	3449	572	1361	37220	0.30086	0.02853	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_156-contigs.fa
56	159300	0.000	11	3385	43	1325	24010	0.56391	0.04861	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_157-contigs.fa
6	38696	0.000	2	9261	4	4231	16813	0.64069	0.05733	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_158-contigs.fa
17	441676	0.000	3	99637	8	8627	115271	0.49644	0.03603	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_159-contigs.fa
119	3793414	0.000	16	61760	65	14234	265704	0.33043	0.03191	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_15-contigs.fa
3	4757	0.000	2	1574	3	1472	1711	0.30019	0.00861	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_160-contigs.fa
1676	4893274	0.000	318	3437	1256	1348	118141	0.35331	0.01928	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_161-contigs.fa
407	5173014	0.000	36	31889	216	5143	253290	0.54514	0.02643	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_162-contigs.fa
279	812906	0.000	26	5051	203	1143	105918	0.48972	0.04370	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_163-contigs.fa
467	3355323	0.000	48	13097	275	2638	195625	0.37941	0.02823	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_164-contigs.fa
7	8784	0.000	4	1176	7	1020	1945	0.42316	0.02164	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_165-contigs.fa
14	102859	0.000	3	13532	9	2541	28212	0.55976	0.04431	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_166-contigs.fa
1583	7945770	0.000	59	25805	912	1435	269591	0.38704	0.05157	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_167-contigs.fa
70	774874	0.000	9	24464	41	4654	98988	0.42078	0.02782	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_168-contigs.fa
10515	47949680	0.000	1537	8669	6729	1651	50763	0.71347	0.03994	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_169-contigs.fa
117	233532	0.000	37	2070	97	1202	8173	0.19221	0.02555	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_16-contigs.fa
212	2144856	0.000	11	52161	99	3201	143536	0.28495	0.02890	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_170-contigs.fa
151	596577	0.000	16	6800	100	1392	57300	0.61905	0.04011	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_171-contigs.fa
415	5134526	0.000	10	139172	169	3900	582046	0.34250	0.01876	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_172-contigs.fa
102	1030675	0.000	14	22372	58	4014	65904	0.52432	0.03831	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_173-contigs.fa
1383	5895714	0.000	180	7261	930	1657	101404	0.51238	0.01620	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_174-contigs.fa
6	34884	0.000	1	23229	4	1775	23229	0.32310	0.02530	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_175-contigs.fa
70	145021	0.000	18	2290	58	1104	14401	0.47623	0.06689	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_176-contigs.fa
611	2014591	0.000	141	4324	453	1557	21246	0.54810	0.03254	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_177-contigs.fa
2	38731	0.000	1	29132	2	9599	29132	0.60066	0.00075	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_178-contigs.fa
107	185192	0.000	38	1725	90	1179	6708	0.44896	0.05223	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_179-contigs.fa
21	65902	0.000	4	3986	16	1390	18843	0.54218	0.08296	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_17-contigs.fa
315	1541567	0.000	51	7557	207	2026	40225	0.26376	0.04483	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_180-contigs.fa
587	1700260	0.000	154	3435	448	1481	23304	0.69515	0.04780	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_181-contigs.fa
532	2561901	0.000	72	7352	353	1897	114602	0.37295	0.03369	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_182-contigs.fa
474	4573286	0.000	110	13232	337	5040	56159	0.34341	0.02010	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_183-contigs.fa
1331	2200079	0.000	439	1597	1122	1082	10713	0.45243	0.07281	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_184-contigs.fa
12	19040	0.000	5	1535	11	1159	3438	0.37379	0.02694	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_185-contigs.fa
58	366126	0.000	7	18150	34	2476	44415	0.39181	0.03666	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_186-contigs.fa
373	5001574	0.000	36	35125	185	5323	150811	0.35135	0.01940	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_187-contigs.fa
800	2597934	0.000	137	4138	583	1425	60711	0.40887	0.03648	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_188-contigs.fa
99	946105	0.000	21	13829	66	4545	48387	0.26261	0.02654	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_189-contigs.fa
236	555165	0.000	66	2789	187	1228	12029	0.68935	0.06122	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_18-contigs.fa
186	580997	0.000	41	3994	139	1456	14066	0.50722	0.03636	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_190-contigs.fa
7	11489	0.000	3	1964	6	1322	2098	0.49108	0.03841	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_191-contigs.fa
1109	1947793	0.000	349	1745	929	1090	10188	0.31770	0.06889	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_192-contigs.fa
2603	5091167	0.000	763	2018	2125	1138	18076	0.31408	0.05657	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_193-contigs.fa
366	2411656	0.000	47	11162	223	2582	74685	0.24501	0.02769	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_194-contigs.fa
150	1806261	0.000	29	18430	99	5583	112083	0.41979	0.04699	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_195-contigs.fa
1148	2405705	0.000	295	2193	923	1135	31258	0.34144	0.04753	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_196-contigs.fa
8	28311	0.000	3	4847	6	2384	7199	0.52245	0.01267	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_197-contigs.fa
8	12223	0.000	4	1452	7	1215	2622	0.40571	0.03086	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_198-contigs.fa
377	1982628	0.000	70	8280	252	2212	44501	0.53645	0.02149	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_199-contigs.fa
555	1172496	0.000	143	2277	446	1142	18268	0.38553	0.05689	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_19-contigs.fa
3	8268	0.000	1	5253	3	1308	5253	0.63595	0.01460	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_1-contigs.fa
3	3966	0.000	2	1177	3	1175	1614	0.29173	0.04421	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_200-contigs.fa
689	1766853	0.000	198	3022	543	1363	13693	0.44361	0.02413	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_201-contigs.fa
2	3222	0.000	1	2005	2	1217	2005	0.38237	0.10675	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_202-contigs.fa
2396	9988439	0.000	360	6532	1618	1642	97649	0.46125	0.01866	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_203-contigs.fa
1207	9977065	0.000	101	21133	655	2886	177290	0.41508	0.03361	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_204-contigs.fa
1	2249	0.000	1	2249	1	2249	2249	0.50867	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_205-contigs.fa
99	1377802	0.000	13	27085	57	5593	148668	0.35295	0.04131	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_206-contigs.fa
340	1056334	0.000	68	4347	251	1343	29682	0.33763	0.05266	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_207-contigs.fa
1605	6655317	0.000	202	6620	1081	1604	129778	0.62534	0.03481	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_208-contigs.fa
342	3817943	0.000	27	34691	197	4189	214110	0.39601	0.02951	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_20-contigs.fa
101	691778	0.000	14	12092	64	2619	51839	0.36773	0.02785	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_21-contigs.fa
1054	26132915	0.000	244	33648	724	13115	186837	0.71883	0.02134	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_22-contigs.fa
1	1241	0.000	1	1241	1	1241	1241	0.56487	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_23-contigs.fa
67	233910	0.000	11	5497	48	1458	17606	0.69203	0.02797	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_24-contigs.fa
3	30227	0.000	1	15286	3	5541	15286	0.61531	0.00147	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_25-contigs.fa
30	525412	0.000	8	21588	21	9263	58917	0.51452	0.02290	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_26-contigs.fa
40	77754	0.000	12	1892	33	1130	9080	0.43711	0.08016	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_27-contigs.fa
1776	19883895	0.000	416	15418	1239	5759	76593	0.69969	0.03243	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_28-contigs.fa
647	1759340	0.000	130	3289	490	1252	42911	0.29460	0.04799	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_29-contigs.fa
146	748428	0.000	7	26288	90	1604	96611	0.45890	0.04784	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_2-contigs.fa
1	1514	0.000	1	1514	1	1514	1514	0.51982	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_30-contigs.fa
4	7670	0.000	2	1547	4	1037	3679	0.49739	0.07821	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_31-contigs.fa
1	14166	0.000	1	14166	1	14166	14166	0.43188	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_32-contigs.fa
702	2357741	0.000	165	4566	515	1590	20307	0.39977	0.03055	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_33-contigs.fa
37	65088	0.000	13	1774	32	1146	4348	0.45365	0.04067	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_34-contigs.fa
3	4331	0.000	2	1602	3	1073	1656	0.56246	0.01214	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_35-contigs.fa
642	2588830	0.000	127	5714	456	1808	44454	0.38905	0.05546	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_36-contigs.fa
137	262534	0.000	38	1880	113	1129	20055	0.53151	0.04459	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_37-contigs.fa
350	698424	0.000	100	2075	285	1113	18787	0.41820	0.05651	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_38-contigs.fa
437	4164344	0.000	36	22958	223	3313	274855	0.32136	0.02744	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_39-contigs.fa
118	227485	0.000	34	2024	97	1142	12126	0.72544	0.04400	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/11m_Bin_3-contigs.fa
